Emissor,CNPJ,Emissão,Série,Quantidade,Valor,PM,Dono,Competência,% do PL Dono
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,449,42241.0,51672182.58,1223.2708169787647,HCTR11,4/2022,1.940896799071384
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,451,14525.0,17457468.85,1201.891142857143,HCTR11,4/2022,0.6557328086227977
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,453,6820.0,7980304.41,1170.1326114369501,HCTR11,4/2022,0.29975407485456856
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,455,13513.0,15710669.73,1162.633740102124,HCTR11,4/2022,0.5901200039888984
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,450,19775.0,23963718.87,1211.8189061946903,HCTR11,4/2022,0.9001188439567077
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,452,14525.0,17472591.05,1202.9322581755594,HCTR11,4/2022,0.6563008246830729
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,454,7105.0,9593888.03,1350.3009190710766,HCTR11,4/2022,0.3603630742565832
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,456,13512.0,15723115.14,1163.640848134991,HCTR11,4/2022,0.5905874751740905
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,478,1238.0,783879.1,633.1818255250404,HCTR11,4/2022,0.029443858573100695
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,480,1600.0,1079887.56,674.9297250000001,HCTR11,4/2022,0.040562449734264885
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,482,1032.0,670398.08,649.6105426356589,HCTR11,4/2022,0.02518131463793109
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,477,1765.0,1120711.75,634.964164305949,HCTR11,4/2022,0.042095877117035246
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,491,66900.0,79823256.1,1193.1727369207772,HCTR11,4/2022,2.998299946321821
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,493,35000.0,46321359.04,1323.4674011428572,HCTR11,4/2022,1.7399105863232984
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,495,23030.0,23811145.57,1033.9186092053842,HCTR11,4/2022,0.8943879261822304
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,492,90000.0,108341100.0,1203.79,HCTR11,4/2022,4.069479625179649
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,494,25000.0,28332687.82,1133.3075128,HCTR11,4/2022,1.0642248953542615
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,496,22949.0,23754668.97,1035.1069314567083,HCTR11,4/2022,0.8922665671319768
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,487,2100.0,1685586.13,802.6600619047618,HCTR11,4/2022,0.06331353856034702
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,488,2380.0,2010854.9,844.8970168067226,HCTR11,4/2022,0.07553119771483452
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,499,4716.0,4186084.47,887.6345356234098,HCTR11,4/2022,0.1572365931299013
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,500,3225.0,2956577.71,916.7682821705426,HCTR11,4/2022,0.11105418674081491
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,503,14910.0,15738611.48,1055.5742105969148,HCTR11,4/2022,0.5911695445816825
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,504,3195.0,3251741.67,1017.7595211267605,HCTR11,4/2022,0.12214105701725977
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,519,1205.0,1076048.12,892.9859917012449,HCTR11,4/2022,0.04041823370865595
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,520,2140.0,2098689.09,980.695836448598,HCTR11,4/2022,0.07883040223277976
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,515,582.0,482822.63,829.592147766323,HCTR11,4/2022,0.018135655400957275
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,516,1560.0,1489450.81,954.7761602564103,HCTR11,4/2022,0.05594635575974698
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,524,2150.0,1439309.28,669.446176744186,HCTR11,4/2022,0.05406295292637779
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,525,644.0,464017.76,720.5244720496895,HCTR11,4/2022,0.017429311868178372
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,526,951.0,692493.85,728.1743953732913,HCTR11,4/2022,0.026011270082519113
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,535,20800.0,20662916.51,993.4094475961539,HCTR11,4/2022,0.7761349823311113
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,536,3500.0,3157658.81,902.1882314285715,HCTR11,4/2022,0.11860714161628426
TRUE SECURITIZADORA S.A,12.130.744/0001-00,1,402,4000.0,3977330.31,994.3325775000001,HCTR11,4/2022,0.14939542481250842
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,1,8000.0,8936872.18,1117.1090225,HCTR11,4/2022,0.33568441938788535
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,559,2730.0,2880067.89,1054.9699230769231,HCTR11,4/2022,0.10818034520130532
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,560,1170.0,1243600.95,1062.9067948717948,HCTR11,4/2022,0.04671180861075856
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,575,29472.0,28734661.94,974.98174334962,HCTR11,4/2022,1.0793237404941902
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,576,5636.0,5274571.5,935.8714513839602,HCTR11,4/2022,0.1981220538724755
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,578,3000.0,2982736.51,994.2455033333332,HCTR11,4/2022,0.11203675663921125
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,563,11375.0,11276446.53,991.3359586813186,HCTR11,4/2022,0.42356288978294243
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,4,6300.0,7016593.24,1113.7449587301587,HCTR11,4/2022,0.2635554118275821
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,5,2700.0,2516970.49,932.2112925925927,HCTR11,4/2022,0.09454177709321242
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,584,32858.0,36499165.35,1110.8151850386512,HCTR11,4/2022,1.370971955498772
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,585,45000.0,50077484.2,1112.8329822222222,HCTR11,4/2022,1.880997162038744
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,586,18002.0,15151459.24,841.6542184201755,HCTR11,4/2022,0.5691150880775617
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,587,961.0,838393.21,872.4174921956295,HCTR11,4/2022,0.03149150309516852
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,606,6963.0,6434535.63,924.1039250323137,HCTR11,4/2022,0.2416923184624994
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,607,25635.0,24707686.04,963.8262547298615,HCTR11,4/2022,0.9280635412148818
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,598,3846.0,4346916.4,1130.2434737389497,HCTR11,4/2022,0.16327771937112756
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,599,17470.0,19752486.09,1130.6517510017172,HCTR11,4/2022,0.741937636685426
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,600,41773.0,45391173.85,1086.6151305867427,HCTR11,4/2022,1.704971217253307
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,601,73293.0,100695061.43,1373.8701026018857,HCTR11,4/2022,3.782281155033483
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,602,732.0,715683.26,977.7093715846995,HCTR11,4/2022,0.02688230454234034
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,603,985.0,995270.41,1010.4268121827412,HCTR11,4/2022,0.037384082818424355
RB SEC COMPANHIA DE SECURITIZACAO,02.773.542/0001-22,1,381,8467.0,8162879.51,964.0816711940474,HCTR11,4/2022,0.30661191227282564
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,588,12563.0,9543228.65,759.6297580195813,HCTR11,4/2022,0.3584602200790437
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,589,4187.0,3806677.79,909.1659398137091,HCTR11,4/2022,0.14298542017783547
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,590,12187.0,10469398.18,859.0627865758595,HCTR11,4/2022,0.3932487539945864
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,591,4063.0,3438271.88,846.239694806793,HCTR11,4/2022,0.1291474552269464
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,609,3300.0,3176293.44,962.5131636363636,HCTR11,4/2022,0.11930709063939517
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,611,601.0,590080.24,981.8306821963395,HCTR11,4/2022,0.022164437262508104
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,612,763.0,727571.26,953.5665268676278,HCTR11,4/2022,0.02732883844114823
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,613,398.0,385875.65,969.5368090452262,HCTR11,4/2022,0.014494158685189213
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,614,800.0,776538.66,970.6733250000001,HCTR11,4/2022,0.029168138915280598
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,615,200.0,195973.87,979.8693499999999,HCTR11,4/2022,0.007361118458577632
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,618,28487.0,28054567.34,984.82,HCTR11,4/2022,1.053778207747202
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,619,12133.0,12858674.73,1059.81,HCTR11,4/2022,0.4829941252262292
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,620,181061.0,214869636.12,1186.7251154030962,HCTR11,4/2022,8.070876207275955
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,621,77599.0,88093224.45,1135.236593899406,HCTR11,4/2022,3.3089343011622794
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,624,10683.0,11739869.19,1098.93,HCTR11,4/2022,0.4409698486629663
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,625,10846.0,11111184.7,1024.4499999999998,HCTR11,4/2022,0.41735536881440044
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,626,24500.0,27973863.82,1141.79036,HCTR11,4/2022,1.0507468435620473
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,627,10500.0,11766300.0,1120.6,HCTR11,4/2022,0.4419626357287427
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,628,32400.0,33468865.76,1032.9896839506173,HCTR11,4/2022,1.257148647080312
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,629,189.0,204126.59,1080.0348677248678,HCTR11,4/2022,0.00766734876203398
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,630,3578.0,3645856.49,1018.9649217439911,HCTR11,4/2022,0.13694469321784614
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,631,2381.0,2433941.14,1022.234834103318,HCTR11,4/2022,0.09142305069928704
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,640,3900.0,2771248.68,710.5765846153846,HCTR11,4/2022,0.10409290693528123
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,641,2600.0,1873195.53,720.4598192307692,HCTR11,4/2022,0.07036047301820447
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,642,1808.0,1652825.85,914.17358960177,HCTR11,4/2022,0.06208300562339901
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,643,1204.0,1104130.18,917.0516445182724,HCTR11,4/2022,0.041473044588396624
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,649,13381.0,13509370.72,1009.5935072117181,HCTR11,4/2022,0.5074353951920233
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,19,40251.0,44254318.8,1099.4588656182455,HCTR11,4/2022,1.662268969788978
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,20,35791.0,39350732.22,1099.458864519013,HCTR11,4/2022,1.478081752956083
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,699,4226.0,4522818.02,1070.236161855182,HCTR11,4/2022,0.16988488930595458
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,35.082.277/0001-95,1,41,9046.0,9974164.31,1102.6049425160293,HCTR11,4/2022,0.37464691089290236
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,685,19557.0,20372829.68,1041.7154819246305,HCTR11,4/2022,0.765238817863352
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,715,7920.0,7498827.53,946.8216578282828,HCTR11,4/2022,0.2816689681577096
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,716,5280.0,5039578.92,954.4657045454545,HCTR11,4/2022,0.1892953249913916
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,705,25082.0,28037056.6,1117.815828083885,HCTR11,4/2022,1.0531204739817908
FORTE SECURITIZADORA S.A.,12.979.898/0001-70,1,706,15668.0,16499495.98,1053.0696949195813,HCTR11,4/2022,0.6197496860964445
BRAZILIAN SECURITIES CIA SECURITIZA,03..76.7.5/38/0-00,1ª Emissão,Série nº 169,33.0,588864.43,17844.376666666667,HGCR11,4/2022,0.0379488089552971
BRAZILIAN SECURITIES CIA SECURITIZA,03..76.7.5/38/0-00,1ª Emissão,Série nº 186,40.0,3606837.35,90170.93375,HGCR11,4/2022,0.23243920765935894
PLANETA SECURITIZADORA SA,07.587.384/0001-30,4ª Emissão,Série nº 55,8.0,0.0,0.0,HGCR11,4/2022,0.0
TRUE SECURITIZADORA S.A.,12..13.0.7/44/0-00,1ª Emissão,Série nº 96,6812.0,1246283.41,182.954111861421,HGCR11,4/2022,0.08031555078007717
OPEA SECURITIZADORA S.A.,02..77.3.5/42/0-00,1ª Emissão,Série nº 165,6115.0,4586683.33,750.0708634505315,HGCR11,4/2022,0.29558445129486915
VIRGO COMPANHIA DE SECURITIZAÇÃO,08..76.9.4/51/0-00,4ª Emissão,Série nº 26,26600.0,13860451.28,521.0695969924811,HGCR11,4/2022,0.893223619669001
FORTE SECURITIZADORA S.A.,12..97.9.8/98/0-00,1ª Emissão,Série nº 205,13500.0,12183780.59,902.5022659259259,HGCR11,4/2022,0.7851721693619138
TRUE SECURITIZADORA S.A.,12..13.0.7/44/0-00,1ª Emissão,Série nº 163,461.0,16197883.28,35136.406247288505,HGCR11,4/2022,1.0438572050835555
HABITASEC SECURITIZADORA S.A.,09..30.4.4/27/0-00,1ª Emissão,Série nº 163,72383.0,71826099.42,992.3061964825995,HGCR11,4/2022,4.628764764911604
HABITASEC SECURITIZADORA S.A.,09..30.4.4/27/0-00,1ª Emissão,Série nº 164,46854.0,46445692.9,991.2855444572501,HGCR11,4/2022,2.9931485701360816
OPEA SECURITIZADORA S.A.,02..77.3.5/42/0-00,1ª Emissão,Série nº 219,45000.0,34463107.34,765.8468297777779,HGCR11,4/2022,2.2209422234105007
OPEA SECURITIZADORA S.A.,02..77.3.5/42/0-00,1ª Emissão,Série nº 229,30600.0,29074242.96,950.1386588235295,HGCR11,4/2022,1.8736619761681506
OPEA SECURITIZADORA S.A.,02..77.3.5/42/0-00,1ª Emissão,Série nº 261,27647.0,25499363.5,922.3193655731183,HGCR11,4/2022,1.6432822643798946
PLANETA SECURITIZADORA SA,02..77.3.5/42/0-00,4ª Emissão,Série nº 135,51668906.0,6509520.56,0.1259852600711151,HGCR11,4/2022,0.4194998704914449
OPEA SECURITIZADORA S.A.,02..77.3.5/42/0-00,1ª Emissão,Série nº 255,32453.0,28399728.49,875.1033337441838,HGCR11,4/2022,1.8301935317256606
VERT COMPANHIA SECURITIZADORA,25..00.5.6/83/0-00,23ª Emissão,Série nº 1,37853.0,22100325.71,583.846081156051,HGCR11,4/2022,1.4242345020204916
VIRGO COMPANHIA DE SECURITIZAÇÃO,08..76.9.4/51/0-00,4ª Emissão,Série nº 97,14120.0,12234119.65,866.4390686968839,HGCR11,4/2022,0.788416222277335
VIRGO COMPANHIA DE SECURITIZAÇÃO,08..76.9.4/51/0-00,4ª Emissão,Série nº 115,975.0,96954389.87,99440.39986666667,HGCR11,4/2022,6.24813357898697
VIRGO COMPANHIA DE SECURITIZAÇÃO,08..76.9.4/51/0-00,4ª Emissão,Série nº 114,540.0,55733614.3,103210.39685185185,HGCR11,4/2022,3.5916998441541357
OPEA SECURITIZADORA S.A.,02..77.3.5/42/0-00,1ª Emissão,Série nº 281,58263.0,50303172.24,863.3810864528089,HGCR11,4/2022,3.241740162809909
VERT COMPANHIA SECURITIZADORA,25..00.5.6/83/0-00,27ª Emissão,Série nº 1,17082.0,9759851.82,571.3529926238145,HGCR11,4/2022,0.6289643817494439
RB CAPITAL SECURITIZADORA S.A.,03.559.006/0001-91,1ª Emissão,Série nº 309,33000.0,27657255.25,838.0986439393939,HGCR11,4/2022,1.782345548889984
PLANETA SECURITIZADORA SA,02..77.3.5/42/0-00,4ª Emissão,Série nº 153,57566.0,53949675.65,937.1795096063648,HGCR11,4/2022,3.4767356120356827
GAIA SECURITIZADORA S.A.,07.587.384/0001-30,4ª Emissão,Série nº 154,73210.0,59650204.48,814.7821947821335,HGCR11,4/2022,3.844100778775051
GAIA SECURITIZADORA S.A.,07.587.384/0001-30,4ª Emissão,Série nº 175,20000.0,18529940.93,926.4970465,HGCR11,4/2022,1.1941444456163028
VERT COMPANHIA SECURITIZADORA,25..00.5.6/83/0-00,54ª Emissão,Série nº 1,62600.0,43735715.17,698.6535969648562,HGCR11,4/2022,2.8185066289529814
GAIA SECURITIZADORA S.A.,07.587.384/0001-30,4ª Emissão,Série nº 176,26099.0,22939726.9,878.9504157247403,HGCR11,4/2022,1.4783289145428424
GAIA SECURITIZADORA S.A.,07.587.384/0001-30,4ª Emissão,Série nº 177,79704.0,80146403.23,1005.5505775117937,HGCR11,4/2022,5.164958842274572
TRUE SECURITIZADORA S.A.,12..13.0.7/44/0-00,1ª Emissão,Série nº 447,20000.0,20932527.73,1046.6263865,HGCR11,4/2022,1.348976870240284
TRUE SECURITIZADORA S.A.,12..13.0.7/44/0-00,1ª Emissão,Série nº 493,40000.0,40186180.93,1004.65452325,HGCR11,4/2022,2.5897602657976355
OPEA SECURITIZADORA S.A.,02..77.3.5/42/0-00,1ª Emissão,Série nº 471,55567.0,57701166.31,1038.4070817211655,HGCR11,4/2022,3.718496864882831
VIRGO COMPANHIA DE SECURITIZAÇÃO,08..76.9.4/51/0-00,6ª Emissão,Série nº 1,30000.0,19370768.19,645.692273,HGCR11,4/2022,1.2483307598654858
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,14ª Emissão,Série nº 1,49000.0,49162549.62,1003.3173391836734,HGCR11,4/2022,3.1682338212968535
OPEA SECURITIZADORA S.A.,02..77.3.5/42/0-00,24ª Emissão,Série nº 1,25000.0,23923115.52,956.9246208,HGCR11,4/2022,1.5417024602487586
TRUE SECURITIZADORA S.A.,12..13.0.7/44/0-00,38ª Emissão,Série nº 1,70000.0,69848880.85,997.841155,HGCR11,4/2022,4.501344791903901
OPEA SECURITIZADORA S.A.,02..77.3.5/42/0-00,32ª Emissão,Série nº 1,24213.0,24465885.56,1010.4442060050386,HGCR11,4/2022,1.5766807600156827
GAIA SECURITIZADORA S.A.,07.587.384/0001-30,35ª Emissão,Série nº 1,40000.0,38793700.54,969.8425135,HGCR11,4/2022,2.5000231894826213
TRUE SECURITIZADORA S.A.,12..13.0.7/44/0-00,24ª Emissão,Série nº 3,30000.0,30458173.2,1015.27244,HGCR11,4/2022,1.962848046186369
TRUE SECURITIZADORA S.A.,12..13.0.7/44/0-00,24ª Emissão,Série nº 2,20000.0,19127863.64,956.393182,HGCR11,4/2022,1.232677006823682
TRAVESSIA SECURITIZADORA S.A.,26..60.9.0/50/0-01,17ª Emissão,Série nº 1,45000.0,45167512.58,1003.7225017777778,HGCR11,4/2022,2.9107774532830892
OPEA SECURITIZADORA S.A.,02..77.3.5/42/0-00,74ª Emissão,Série nº 1,19921.0,19991205.49,1003.5241950705285,HGCR11,4/2022,1.2883142524436335
OPEA SECURITIZADORA S.A.,02..77.3.5/42/0-00,105ª Emissão,Série nº 1,10000.0,10123426.41,1012.3426410000001,HGCR11,4/2022,0.6523946009204515
OPEA SECURITIZADORA S.A.,02..77.3.5/42/0-00,69ª Emissão,Série nº 1,42500.0,42546116.46,1001.0850931764707,HGCR11,4/2022,2.741844069831763
OPEA SECURITIZADORA S.A.,02..77.3.5/42/0-00,1ª Emissão,Série nº 268,27647.0,25499363.5,922.3193655731183,HGCR11,4/2022,1.6432822643798946
LEADS CIA. SECURITIZADORA,21.414.457/0001-12,2,1,2000.0,16483495.69,8241.747845,HGIC11,4/2022,30.87301950820416
VIRGO COMPANHIA DE SECURITIZAÇÃO,08.769.441/0001-08,4,145,88.0,983465.89,11175.74875,HGIC11,4/2022,1.8419977278268311
VIRGO COMPANHIA DE SECURITIZAÇÃO,08.769.441/0001-08,4,197,1000.0,997279.82,997.27982,HGIC11,4/2022,1.8678707427743642
VIRGO COMPANHIA DE SECURITIZAÇÃO,08.769.441/0001-08,4,198,500.0,499985.95,999.9719,HGIC11,4/2022,0.9364564579309809
BARI SECURITIZADORA S.A.,10.608.405/0001-60,1,101,32.0,30047.74,938.991875,HGIC11,4/2022,0.056278381760989586
VIRGO COMPANHIA DE SECURITIZAÇÃO,08.769.441/0001-08,4,448,7119.0,7363314.34,1034.3186318303133,HGIC11,4/2022,13.791234064614812
VIRGO COMPANHIA DE SECURITIZAÇÃO,08.769.441/0001-08,36,1,6676.0,6688851.99,1001.9251033553026,HGIC11,4/2022,12.527989320859904
HABITASEC SEC CRI_19G0228153,09.304.427/0001-58,1,148,1662.0,1516452.22,912.4261251504212,HSAF11,04/2022,0.6591184005067557
VIRGOSEC CRI_20C0936929,08.769.451/0001-08,4,86,6091.0,5821906.77,955.8211738630766,HSAF11,04/2022,2.5304627653496743
BARI SEC CRI_20H0695880,10.608.405/0001-60,1,85,1437.0,1658392.79,1154.0659638135003,HSAF11,04/2022,0.7208121619266951
VIRGOSEC CRI_20J0643333,08.769.451/0001-08,4,127,8000.0,8456093.29,1057.0116612499999,HSAF11,04/2022,3.6753988093609107
VIRGOSEC CRI_20J0667912,08.769.451/0001-08,4,128,8000.0,8456063.52,1057.00794,HSAF11,04/2022,3.675385869978763
VIRGOSEC CRI_20J0667996,08.769.451/0001-08,4,129,8000.0,8456281.96,1057.035245,HSAF11,04/2022,3.6754808138362147
VIRGOSEC CRI_20J0668136,08.769.451/0001-08,4,130,8975.0,9483813.12,1056.6922696378829,HSAF11,04/2022,4.122092112047807
GAIA SECURIT CRI_20L0653519,07.587.384/0001-30,4,169,7307.0,8548312.98,1169.8799753660874,HSAF11,04/2022,3.715481638062253
VIRGOSEC CRI_21C0549648,08.769.451/0001-08,4,226,4710.0,5429586.52,1152.7784543524415,HSAF11,04/2022,2.359942723731475
VIRGOSEC CRI_21D0779652,08.769.451/0001-08,4,252,2000.0,1683677.27,841.838635,HSAF11,04/2022,0.731801935158881
VIRGOSEC CRI_21F0906525,08.769.451/0001-08,4,291,2364.0,2450993.63,1036.7993358714043,HSAF11,04/2022,1.0653121672754367
VIRGOSEC CRI_21F0906695,08.769.451/0001-08,4,292,11580.0,12019298.0,1037.9359240069084,HSAF11,04/2022,5.224127980091618
VIRGOSEC CRI_21F0906758,08.769.451/0001-08,4,293,7615.0,7904155.82,1037.971873933027,HSAF11,04/2022,3.4355019384880885
VIRGOSEC CRI_21F0906758,08.769.451/0001-08,4,293,3966.0,4113469.87,1037.1835274836108,HSAF11,04/2022,1.7878991803956295
VIRGOSEC CRI_21F0906786,08.769.451/0001-08,4,294,1946.0,2016742.75,1036.3529033915725,HSAF11,04/2022,0.8765671862800901
VIRGOSEC CRI_21F0906786,08.769.451/0001-08,4,294,4749.0,4929561.76,1038.02100652769,HSAF11,04/2022,2.142609453564233
VIRGOSEC CRI_21F0906786,08.769.451/0001-08,4,294,4886.0,5067678.71,1037.1835264019649,HSAF11,04/2022,2.202641297605367
TRUE SECU CRI_21K0914380,01.213.074/4001-00,1,462,5372.0,5370071.76,999.6410573343261,HSAF11,04/2022,2.3340749298765897
TRUE SECU CRI_21K0914380,01.213.074/4001-00,1,462,5110.0,5018647.24,982.1227475538161,HSAF11,04/2022,2.1813300135077416
TRUE SECU CRI_22B0939362_DU2,01.213.074/4001-00,1,488,4921.0,4933293.04,1002.4980776264987,HSAF11,04/2022,2.1442312358221947
TRUE SECU CRI_22B0939362_DU2,01.213.074/4001-00,1,488,6895.0,6916590.79,1003.1313691080493,HSAF11,04/2022,3.0062617195183097
TRUE SECU CRI_22B0939362_DU2,01.213.074/4001-00,1,488,1184.0,1186959.03,1002.4991807432433,HSAF11,04/2022,0.5159058274323014
TRUE SECU CRI_22B0939864_DU2,01.213.074/4001-00,1,489,4921.0,4819964.73,979.4685490753913,HSAF11,04/2022,2.0949736506281598
TRUE SECU CRI_22B0939864_DU2,01.213.074/4001-00,1,489,2029.0,1989659.75,980.6110152784623,HSAF11,04/2022,0.8647956952924449
TRUE SECU CRI_22B0939875_DU2,01.213.074/4001-00,1,490,4921.0,4835399.58,982.6050762040236,HSAF11,04/2022,2.101682331264376
TRUE SECU CRI_22B0939878_4T,01.213.074/4001-00,1,491,4921.0,4875545.81,990.7632208900629,HSAF11,04/2022,2.1191316900737003
HABITASEC SEC CRI_22H1737532,09.304.427/0001-58,14,1,20000.0,20064201.23,1003.2100615,HSAF11,04/2022,8.720805078951503
HABITASEC SEC CRI_22H1737558,09.304.427/0001-58,15,1,11300.0,11194512.9,990.6648584070797,HSAF11,04/2022,4.865639246517272
VIRGOSEC CRI_22I0246580,08.769.451/0001-08,47,1,15000.0,15064108.6,1004.2739066666667,HSAF11,04/2022,6.547539734217319
COMPANHIA PROVINCIA DE SECURITIZACAO DE CREDITOS I,04.200.649/0001-07,03/08/2018,4,12157.0,7098145.08,583.8730838200214,IBCR11,4/2022,7.886209855068918
COMPANHIA PROVINCIA DE SECURITIZACAO DE CREDITOS I,04.200.649/0001-07,15/08/2017,290,10818.0,6958289.17,643.2140109077463,IBCR11,4/2022,7.730826576296653
TRUE SECURITIZADORA SA,12.130.744/0001-00,28/06/2022,1,4500.0,4438821.05,986.4046777777777,IBCR11,4/2022,4.931636915682394
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,13/09/2022,1,5000.0,5023643.54,1004.728708,IBCR11,4/2022,5.5813887638235355
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,21/06/2021,402,3039007.0,3047335.85,1.0027406485078842,IBCR11,4/2022,3.385663400947959
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,26/07/2021,436,8457530.0,8856109.46,1.047127170698774,IBCR11,4/2022,9.839350550583713
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,20/12/2021,481,5982.0,6556540.18,1096.0448311601472,IBCR11,4/2022,7.284473788562143
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,28/03/2022,502,998.0,875846.36,877.6015631262525,IBCR11,4/2022,0.973086365228004
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,28/03/2022,503,2500.0,2357795.34,943.1181359999999,IBCR11,4/2022,2.619567314696753
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,09/06/2021,223,19642.0,20062931.42,1021.4301710620101,IBCR11,4/2022,22.290399210320995
