Emissor,CNPJ,Emissão,Série,Quantidade,Valor,PM,Dono,Competência,% do PL Dono
BARIGUI SECURITIZADORA S.A.,10.608.405/0001-60,18/03/2022,99,3000.0,2981343.34,993.7811133333333,MATV11,4/2022,7.698084555319099
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,12/03/2021,240,2210.0,2198332.9,994.7207692307692,MATV11,4/2022,5.676284350711462
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,12/03/2021,241,880.0,881310.78,1001.4895227272727,MATV11,4/2022,2.2756201249716606
OURINVEST SECURITIZADORA SA,12.320.349/0001-90,23/08/2021,43,3610.0,3911219.15,1083.4402077562327,MATV11,4/2022,10.099103758738265
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,06/07/2022,1,3800.0,3820712.7,1005.4507105263158,MATV11,4/2022,9.865408331729258
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,15/10/2021,433,1296.0,1350489.12,1042.0440740740742,MATV11,4/2022,3.487078894039249
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,09/12/2021,1,3000.0,3093634.93,1031.2116433333333,MATV11,4/2022,7.98803108481584
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,06/08/2021,320,2060.0,1781591.44,864.850213592233,MATV11,4/2022,4.6002221093236155
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,23/09/2022,1,28818.0,28602670.07,992.5279363592199,MCCI11,4/2022,1.833136390311929
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,29/11/2019,178,41884.0,46045440.26,1099.3563236558111,MCCI11,4/2022,2.9510382052433317
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,12/12/2019,181,40000.0,36921199.24,923.029981,MCCI11,4/2022,2.3662683845655788
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,20/12/2019,183,25700.0,29613134.65,1152.2620486381322,MCCI11,4/2022,1.8978967566758393
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,11/12/2020,195,33611.0,36627091.49,1089.7352500669424,MCCI11,4/2022,2.3474191086805543
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,28/12/2020,221,32290.0,21344722.4,661.0319727469804,MCCI11,4/2022,1.3679767405206507
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,20/08/2021,246,3823.0,3737344.65,977.5947292702066,MCCI11,4/2022,0.23952527733550155
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,03/05/2021,257,24609.0,19265851.2,782.8782640497378,MCCI11,4/2022,1.2347425201431461
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,18/01/2022,325,37891.0,37092902.62,978.9370198727929,MCCI11,4/2022,2.377272801756255
NOVA SECURITIZACAO SA,08.903.116/0001-42,13/07/2018,29,38679.0,41463860.79,1071.9992965174902,MCCI11,4/2022,2.6574061761002903
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,18/12/2015,132,368.0,247792857.91,673350.1573641304,MCCI11,4/2022,15.880968594279704
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,20/12/2019,239,35000.0,42182816.3,1205.2233228571429,MCCI11,4/2022,2.7034838151868104
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,03/06/2020,265,34000.0,31212336.07,918.0098844117647,MCCI11,4/2022,2.0003890873311962
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,03/03/2020,266,24300.0,17976671.48,739.7807193415638,MCCI11,4/2022,1.1521193855686285
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,18/10/2019,229,13964.0,14079095.85,1008.2423266972214,MCCI11,4/2022,0.9023249536550928
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,28/02/2020,271,35958.0,6160772.79,171.33246537627232,MCCI11,4/2022,0.3948420467793254
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,28/08/2020,311,40000.0,15717651.2,392.94128,MCCI11,4/2022,1.0073394656665338
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,28/08/2020,313,40000.0,27833950.87,695.8487717500001,MCCI11,4/2022,1.7838694115297808
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,12/03/2021,374,36765.0,18518811.93,503.7076548347613,MCCI11,4/2022,1.1868650014542397
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,12/04/2021,376,14440.0,15206691.6,1053.0949861495844,MCCI11,4/2022,0.9745922209356426
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,14/05/2021,392,71176.0,78911731.66,1108.6845518152186,MCCI11,4/2022,5.057428784601435
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,15/10/2021,456,70000.0,70953645.98,1013.6235140000001,MCCI11,4/2022,4.547397503552287
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,30/04/2021,1,21000.0,16106298.25,766.9665833333333,MCCI11,4/2022,1.0322477364188378
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,12/08/2022,1,104440.0,101301535.52,969.9495932592876,MCCI11,4/2022,6.492384476754147
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,11/12/2017,18,50000.0,34695835.89,693.9167178,MCCI11,4/2022,2.223645527029277
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,25/06/2018,21,87800.0,86261102.36,982.4726920273348,MCCI11,4/2022,5.528447708467317
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,19/07/2019,41,88000.0,86422758.69,982.0768032954545,MCCI11,4/2022,5.5388082132915875
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,14/11/2019,54,12963.0,12105879.49,933.8794638586747,MCCI11,4/2022,0.7758621197090855
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,06/05/2021,203,20000.0,18361907.62,918.0953810000001,MCCI11,4/2022,1.1768090521406311
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,12/01/2022,435,29500.0,29810056.17,1010.5103786440678,MCCI11,4/2022,1.9105173967581848
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,03/03/2022,447,50500.0,51752109.77,1024.7942528712872,MCCI11,4/2022,3.316776911478199
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,09/12/2020,220,20000.0,9701122.92,485.056146,MCHF11,4/2022,3.185760867885519
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,30/12/2019,224,28131.0,35972392.77,1278.745610536419,MCHF11,4/2022,11.813007850319455
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,09/11/2021,415,35440.0,18602968.37,524.9144573927765,MCHF11,4/2022,6.1090462566428405
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,15/12/2019,247,1604.0,1477973.76,921.4300249376558,MCHF11,4/2022,0.48535319129526333
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,25/06/2018,22,8973.0,14066043.17,1567.596474980497,MCHF11,4/2022,4.619161128717496
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,29/11/2019,179,10471.0,11729877.84,1120.225178110973,MCHY11,4/2022,3.2668484065204444
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,29/06/2018,143,40214.0,6703991.84,166.70790868851643,MCHY11,4/2022,1.8671059800082335
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,29/06/2018,144,7418.0,21404936.84,2885.5401509840926,MCHY11,4/2022,5.961416202389432
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,28/02/2020,272,7932.0,12098276.33,1525.2491591023702,MCHY11,4/2022,3.369449817757395
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,28/08/2020,312,10000.0,11560125.05,1156.0125050000001,MCHY11,4/2022,3.2195711339794806
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,28/08/2020,314,10000.0,3847033.06,384.703306,MCHY11,4/2022,1.0714241011986934
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,12/03/2021,375,10000.0,15579951.76,1557.995176,MCHY11,4/2022,4.339119407301636
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,12/04/2021,377,6250.0,9367230.2,1498.7568319999998,MCHY11,4/2022,2.6088354431132066
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,11/12/2017,19,45000.0,49466170.16,1099.2482257777776,MCHY11,4/2022,13.776654912193454
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,25/06/2018,22,13527.0,21204877.52,1567.5964751977526,MCHY11,4/2022,5.905698361192242
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,19/07/2019,42,22500.0,41605435.97,1849.1304875555554,MCHY11,4/2022,11.587388552137119
BARIGUI SECURITIZADORA S.A.,10.608.405/0001-60,28/08/2020,85,5448.0,5567365.03,1021.9098806901616,MGCR11,4/2022,4.3612084725013975
COMPANHIA PROVINCIA DE SECURITIZACAO DE CREDITOS I,04.200.649/0001-07,22/09/2020,18,4000.0,2500048.48,625.01212,MGCR11,4/2022,1.9584188487529872
COMPANHIA PROVINCIA DE SECURITIZACAO DE CREDITOS I,04.200.649/0001-07,23/10/2020,22,2500.0,2498655.49,999.4621960000001,MGCR11,4/2022,1.9573276467647265
COMPANHIA PROVINCIA DE SECURITIZACAO DE CREDITOS I,04.200.649/0001-07,23/10/2020,23,2500.0,2498655.49,999.4621960000001,MGCR11,4/2022,1.9573276467647265
COMPANHIA PROVINCIA DE SECURITIZACAO DE CREDITOS I,04.200.649/0001-07,23/10/2020,25,3500.0,2813424.86,803.8356742857143,MGCR11,4/2022,2.2039029720632595
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,19/10/2020,214,13780.0,9378688.1,680.6014586357039,MGCR11,4/2022,7.346817351164063
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,19/07/2022,1,450.0,452245.74,1004.9905333333334,MGCR11,4/2022,0.3542677626332441
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,19/07/2022,1,5539.0,5326337.7,961.6063729915147,MGCR11,4/2022,4.172399147437187
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,19/07/2022,2,450.0,452333.34,1005.1852,MGCR11,4/2022,0.3543363842989931
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,30/01/2020,261,3000.0,2977450.15,992.4833833333333,MGCR11,4/2022,2.3323925682362803
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,30/01/2020,268,3000.0,2976990.43,992.3301433333334,MGCR11,4/2022,2.332032445494521
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,09/11/2020,296,1990.0,2090093.08,1050.298030150754,MGCR11,4/2022,1.637279323287437
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,18/06/2021,354,3755.0,3915809.3,1042.8253794940078,MGCR11,4/2022,3.067458412343364
PLANETA SECURITIZADORA SA,07.587.384/0001-30,25/11/2019,128,3333.0,3626627.66,1088.097107710771,MGCR11,4/2022,2.840927295439063
PLANETA SECURITIZADORA SA NOVO,07.587.384/0001-30,03/12/2020,162,4611.0,5376272.32,1165.9666710041206,MGCR11,4/2022,4.211515549297249
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,19/08/2019,214,10226.0,8600103.62,841.0036788578134,MGCR11,4/2022,6.73691137006943
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,15/07/2021,399,5351.0,5284168.32,987.5104316950103,MGCR11,4/2022,4.1393656645695955
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,01/08/2022,1,3500.0,3489555.09,997.0157399999999,MGCR11,4/2022,2.73355117578277
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,11/05/2022,2,9800.0,8766253.53,894.5156663265305,MGCR11,4/2022,6.867065292309615
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,15/02/2019,31,5000.0,3093481.35,618.69627,MGCR11,4/2022,2.423285881282525
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,23/12/2019,64,3000.0,2537882.0,845.9606666666666,MGCR11,4/2022,1.9880558255058034
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,09/10/2020,130,3754.0,4090511.26,1089.6407192328184,MGCR11,4/2022,3.2043116030375263
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,21/06/2021,279,3400.0,3583278.68,1053.905494117647,MGCR11,4/2022,2.806969770140907
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,21/06/2021,315,6000.0,6323442.15,1053.907025,MGCR11,4/2022,4.953483260276263
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,21/06/2021,316,5600.0,5901853.52,1053.9024142857143,MGCR11,4/2022,4.623230816766867
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,20/08/2021,347,2550.0,2418292.37,948.3499490196078,MGCR11,4/2022,1.894375007961259
BARIGUI SECURITIZADORA S.A.,10.608.405/0001-60,22/11/2021,97,6597.0,6612522.9,1002.3530241018645,MORC11,4/2022,5.243220382643667
BARIGUI SECURITIZADORA S.A.,10.608.405/0001-60,18/03/2022,99,12000.0,11925373.38,993.7811150000001,MORC11,4/2022,9.455900829719955
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,31/10/2022,1,6689.0,6689217.71,1000.032547465989,MORC11,4/2022,5.304033448566657
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,17/12/2020,196,4000.0,3389030.9,847.2577249999999,MORC11,4/2022,2.6872399779952683
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,12/03/2021,240,5900.0,5868852.52,994.7207661016948,MORC11,4/2022,4.653547159072016
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,12/03/2021,241,2283.0,2286400.57,1001.4895181778361,MORC11,4/2022,1.8129392143975933
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,10/12/2021,312,1900.0,1933097.57,1017.4197736842106,MORC11,4/2022,1.5327971991844356
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,10/12/2021,313,1900.0,1933097.57,1017.4197736842106,MORC11,4/2022,1.5327971991844356
OURINVEST SECURITIZADORA SA,12.320.349/0001-90,23/08/2021,43,8390.0,9090063.34,1083.4402073897497,MORC11,4/2022,7.207718764015164
OURINVEST SECURITIZADORA SA,12.320.349/0001-90,24/09/2021,46,7500.0,5528208.58,737.0944773333333,MORC11,4/2022,4.383442801560899
REIT SECURITIZADORA S.A.,13.349.677/0001-81,26/07/2021,22,4982.0,4478959.92,899.0284865515857,MORC11,4/2022,3.5514695829012624
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,27/05/2022,1,10000.0,9947076.35,994.707635,MORC11,4/2022,7.887263946720361
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,06/07/2022,1,9200.0,9250146.55,1005.4507119565218,MORC11,4/2022,7.33465239619828
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,15/10/2021,433,7148.0,7448531.04,1042.044073866816,MORC11,4/2022,5.906110324348672
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,09/12/2021,1,10020.0,10332740.68,1031.2116447105789,MORC11,4/2022,8.19306599935516
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,09/12/2021,2,2000.0,2062423.29,1031.211645,MORC11,4/2022,1.6353425153003265
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,11/05/2022,1,10000.0,8989436.86,898.943686,MORC11,4/2022,7.12792973054812
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,06/06/2022,1,8000.0,7805421.3,975.6776625,MORC11,4/2022,6.189096759919126
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,01/08/2022,1,8500.0,8474633.79,997.0157399999999,MORC11,4/2022,6.7197306225085045
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,17/04/2020,98,4775.0,1913668.13,400.7681947643979,MORC11,4/2022,1.5173911526010124
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,27/04/2021,252,3010.0,2458932.45,816.9210797342193,MORC11,4/2022,1.9497436812481859
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,06/08/2021,320,4561.0,3944581.82,864.8502126726595,MORC11,4/2022,3.127748986643154
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,22/10/2021,403,2999.0,2285653.59,762.138576192064,MORC11,4/2022,1.8123469169007596
BARIGUI SECURITIZADORA S.A.,10.608.405/0001-60,15/12/2013,1,15.0,5896633.78,393108.91866666666,MXRF11,4/2022,0.25793709507665474
BARIGUI SECURITIZADORA S.A.,10.608.405/0001-60,20/06/2022,1,30224.0,30058904.46,994.5376012440445,MXRF11,4/2022,1.3148699388278953
BARIGUI SECURITIZADORA S.A.,10.608.405/0001-60,23/06/2022,1,35500.0,35503683.38,1000.1037571830987,MXRF11,4/2022,1.5530414974420381
BARIGUI SECURITIZADORA S.A.,10.608.405/0001-60,20/06/2022,2,44529.0,42667555.98,958.1970396820049,MXRF11,4/2022,1.8664115585454837
BARIGUI SECURITIZADORA S.A.,10.608.405/0001-60,21/12/2018,66,6693.0,4024177.19,601.251634543553,MXRF11,4/2022,0.17603002207512625
BARIGUI SECURITIZADORA S.A.,10.608.405/0001-60,28/08/2020,85,3669.0,3749387.35,1021.9098800763151,MXRF11,4/2022,0.16400986010973814
BARIGUI SECURITIZADORA S.A.,10.608.405/0001-60,14/04/2022,106,16750.0,16440096.74,981.4983128358209,MXRF11,4/2022,0.719140946191639
BRAZIL REALTY - CIA SECURITIZADORA DE CI,07.119.838/0001-48,14/06/2011,1,1.0,303442.29,303442.29,MXRF11,4/2022,0.013273509213252823
ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRO,10.753.164/0001-43,23/12/2022,1,40000.0,38841240.1,971.0310025,MXRF11,4/2022,1.6990366053509387
GAIA IMPACTO SECURITIZADORA SA,14.876.090/0001-93,11/06/2011,30,11.0,1871031.21,170093.74636363637,MXRF11,4/2022,0.08184472244860326
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,05/12/2011,4,27.0,0.27,0.01,MXRF11,4/2022,1.1810639471440393e-08
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,28/05/2012,9,27.0,2138934.53,79219.7974074074,MXRF11,4/2022,0.09356364661794372
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,21/06/2019,146,37555.0,4297722.33,114.43808627346559,MXRF11,4/2022,0.18799573699255104
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,19/06/2019,153,32000.0,32162254.87,1005.0704646875,MXRF11,4/2022,1.4068770254005483
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,23/09/2019,163,42573.0,40223950.23,944.8230152913818,MXRF11,4/2022,1.759520645495155
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,23/09/2019,164,22894.0,21687290.83,947.291466323054,MXRF11,4/2022,0.9486695300200196
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,17/12/2019,174,78794.0,17340326.59,220.07166269005253,MXRF11,4/2022,0.7585197987834126
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,23/12/2019,180,41545.0,28155384.24,677.7081294981346,MXRF11,4/2022,1.2316040460685733
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,17/09/2020,190,2964.0,1251584.33,422.26191970310396,MXRF11,4/2022,0.05474818996197881
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,17/09/2020,191,11517.0,4729723.6,410.67323087609617,MXRF11,4/2022,0.20689281570060425
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,24/06/2020,198,6710.0,5577703.19,831.2523383010433,MXRF11,4/2022,0.24398607946590004
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,08/06/2021,213,59894.0,60643129.01,1012.5075802250642,MXRF11,4/2022,2.6527190116931774
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,21/06/2021,260,30175.0,30296051.31,1004.0116424192212,MXRF11,4/2022,1.3252434793728498
NOVA SECURITIZACAO SA,08.903.116/0001-42,10/04/2018,27,665.0,2875058.13,4323.395684210526,MXRF11,4/2022,0.12576398160319854
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,07/10/2022,1,17164.0,17236381.32,1004.2170426474015,MXRF11,4/2022,0.7539729094918144
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,12/09/2022,2,40720.0,39758257.09,976.3815591846759,MXRF11,4/2022,1.7391497796401072
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,15/01/2019,185,1637.0,1761745.72,1076.2038607208308,MXRF11,4/2022,0.0770642353306414
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,19/06/2019,216,10000.0,10066250.54,1006.6250539999999,MXRF11,4/2022,0.4403290961375266
OPEA SECURITIZADORA S.A.,02.773.542/0001-22,12/12/2020,305,40000.0,46820454.41,1170.5113602499998,MXRF11,4/2022,2.0480722478723017
PLANETA SECURITIZADORA SA,07.587.384/0001-30,12/03/2020,135,63468906.0,17416747.48,0.2744138599143335,MXRF11,4/2022,0.7618626861162889
PLANETA SECURITIZADORA SA,07.587.384/0001-30,10/02/2020,136,73729.0,81086664.58,1099.7933591938042,MXRF11,4/2022,3.546982819614799
PLANETA SECURITIZADORA SA,07.587.384/0001-30,25/08/2021,159,56000.0,56360496.41,1006.437435892857,MXRF11,4/2022,2.4653833464071133
PLANETA SECURITIZADORA SA,07.587.384/0001-30,18/12/2020,169,39343.0,39611988.29,1006.837005058079,MXRF11,4/2022,1.732751527555958
PLANETA SECURITIZADORA SA,07.587.384/0001-30,15/12/2021,218,65000.0,66498603.17,1023.0554333846154,MXRF11,4/2022,2.9088556570194566
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,15/07/2022,1,37710.0,35363061.35,937.7634937682312,MXRF11,4/2022,1.5468902526343637
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,23/12/2022,1,40000.0,40052341.32,1001.308533,MXRF11,4/2022,1.7520139382133149
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,22/07/2020,236,37951578.0,36968441.75,0.9740949836130661,MXRF11,4/2022,1.6171145827044258
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,15/12/2019,246,41250.0,37883597.57,918.3902441212122,MXRF11,4/2022,1.6571463436311311
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,15/12/2019,247,40000.0,36857200.95,921.43002375,MXRF11,4/2022,1.6122485642477054
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,15/01/2020,248,47250.0,45105042.72,954.6040787301587,MXRF11,4/2022,1.9730348070734711
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,16/10/2020,261,15000.0,10885101.15,725.67341,MXRF11,4/2022,0.47614816775115265
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,27/04/2020,303,45674.0,44851374.45,981.9891940710252,MXRF11,4/2022,1.961938568250086
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,22/12/2020,323,31250.0,11764578.3,376.4665056,MXRF11,4/2022,0.5146192327215968
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,23/02/2022,489,6050.0,5823891.51,962.6266958677686,MXRF11,4/2022,0.2547551220199726
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,23/02/2022,490,8079.0,7779786.64,962.9640599084045,MXRF11,4/2022,0.34031205618432825
TRUE SECURITIZADORA S.A.,12.130.744/0001-00,23/02/2022,491,8079.0,8128535.95,1006.1314457234806,MXRF11,4/2022,0.35556743531886015
VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,22/10/2020,2,13702.0,6428164.42,469.1405940738578,MXRF11,4/2022,0.2811878978805954
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,07/02/2013,1,110.0,772787.67,7025.3424545454545,MXRF11,4/2022,0.033804135401275755
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,23/09/2022,1,28000.0,27676447.67,988.4445596428573,MXRF11,4/2022,1.2106538714094686
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,05/11/2014,3,45.0,0.45,0.01,MXRF11,4/2022,1.9684399119067326e-08
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,06/07/2021,4,42300.0,41096103.57,971.5390914893617,MXRF11,4/2022,1.79767134424535
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,27/08/2015,16,7.0,0.07,0.01,MXRF11,4/2022,3.0620176407438057e-09
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,15/02/2019,31,4302.0,2661631.36,618.6962715016272,MXRF11,4/2022,0.11642803110681324
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,18/12/2019,63,45471.0,37488049.2,824.4386356139079,MXRF11,4/2022,1.639843828106739
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,15/10/2020,103,23536.0,17303398.67,735.1885906696126,MXRF11,4/2022,0.7569044567480416
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,28/09/2020,113,37241.0,18889581.78,507.22541768480977,MXRF11,4/2022,0.8262890376661827
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,09/10/2020,130,6889.0,7506534.92,1089.6407199883872,MXRF11,4/2022,0.32835917636999135
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,17/11/2020,133,22595.0,24517945.45,1085.1049103784023,MXRF11,4/2022,1.0724911640384904
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,27/10/2020,136,43250.0,46668356.52,1079.0371449710983,MXRF11,4/2022,2.0414190132680177
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,15/04/2021,172,35000.0,35439789.4,1012.5654114285713,MXRF11,4/2022,1.5502465761006476
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,15/02/2021,175,2289.0,2500986.58,1092.611000436872,MXRF11,4/2022,0.10940092896033599
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,25/06/2021,291,9216.0,9495413.93,1030.318351779514,MXRF11,4/2022,0.4153589279974924
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,21/06/2021,301,74500.0,73770300.04,990.2053696644297,MXRF11,4/2022,3.226942286934907
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,16/08/2021,323,42000.0,47984695.08,1142.49274,MXRF11,4/2022,2.098999754581036
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,20/12/2021,402,26092.0,26202031.05,1004.2170416219532,MXRF11,4/2022,1.1461583042630994
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,16/11/2021,415,20000.0,17107842.71,855.3921355,MXRF11,4/2022,0.7483502310441474
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,21/02/2022,423,40000.0,40126363.8,1003.159095,MXRF11,4/2022,1.7552519116357663
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,07/02/2022,427,7856.0,7608813.92,968.5353767820774,MXRF11,4/2022,0.3328331778311004
VIRGO COMPANHIA DE SECURITIZACAO,08.769.451/0001-08,30/03/2022,482,103554.0,103534874.67,999.8153105626051,MXRF11,4/2022,4.528937323881986
FORTE SECURITIZADORA SA,12.979.898/0001-70,21/06/2021,576,394.0,387195.85,982.7305837563451,NCHB11,4/2022,0.2551749809975524
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,17/12/2020,196,15000.0,12704017.02,846.9344679999999,NCHB11,4/2022,8.372370989180494
HABITASEC SECURITIZADORA S.A.,09.304.427/0001-58,12/03/2021,239,2726.0,1729190.16,634.3324137931035,NCHB11,4/2022,1.1395939967309945
