,assetIssued,paymentDate,rate,relatedTo,approvedOn,isinCode,label,lastDatePrior,remarks,symbol
0,BRFZDACTF008,2023-05-08T00:00:00.000Z,2.257302915,04/2023/2023,2023-04-28T00:00:00.000Z,BRFZDACTF008,RENDIMENTO,2023-04-28T00:00:00.000Z,,FZDA11
0,BRAAZQCTF001,2023-07-14T00:00:00.000Z,0.1,06/2023/2023,2023-06-30T00:00:00.000Z,BRAAZQCTF001,RENDIMENTO,2023-06-30T00:00:00.000Z,,AAZQ11
1,BRAAZQCTF001,2023-06-15T00:00:00.000Z,0.13,05/2023/2023,2023-05-31T00:00:00.000Z,BRAAZQCTF001,RENDIMENTO,2023-05-31T00:00:00.000Z,,AAZQ11
2,BRAAZQCTF001,2023-05-15T00:00:00.000Z,0.14,04/2023/2023,2023-04-28T00:00:00.000Z,BRAAZQCTF001,RENDIMENTO,2023-04-28T00:00:00.000Z,,AAZQ11
3,BRAAZQCTF001,2023-04-17T00:00:00.000Z,0.15,03/2023/2023,2023-03-31T00:00:00.000Z,BRAAZQCTF001,RENDIMENTO,2023-03-31T00:00:00.000Z,,AAZQ11
4,BRAAZQCTF001,2023-03-14T00:00:00.000Z,0.13,02/2023/2023,2023-02-28T00:00:00.000Z,BRAAZQCTF001,RENDIMENTO,2023-02-28T00:00:00.000Z,,AAZQ11
5,BRAAZQCTF001,2023-02-14T00:00:00.000Z,0.15,01/2023/2023,2023-01-31T00:00:00.000Z,BRAAZQCTF001,RENDIMENTO,2023-01-31T00:00:00.000Z,,AAZQ11
6,BRAAZQCTF001,2023-01-13T00:00:00.000Z,0.07,12/2022/2022,2022-12-29T00:00:00.000Z,BRAAZQCTF001,RENDIMENTO,2022-12-29T00:00:00.000Z,,AAZQ11
0,BRBBGOCTF002,2023-07-14T00:00:00.000Z,2.35,JUN/2023/2023,2023-06-30T00:00:00.000Z,BRBBGOCTF002,RENDIMENTO,2023-06-30T00:00:00.000Z,,BBGO11
1,BRBBGOCTF002,2023-06-15T00:00:00.000Z,0.9,MAI/2023/2023,2023-05-31T00:00:00.000Z,BRBBGOCTF002,RENDIMENTO,2023-05-31T00:00:00.000Z,,BBGO11
2,BRBBGOCTF002,2023-05-15T00:00:00.000Z,1.02,ABR/2023/2023,2023-04-28T00:00:00.000Z,BRBBGOCTF002,RENDIMENTO,2023-04-28T00:00:00.000Z,,BBGO11
3,BRBBGOCTF002,2023-04-17T00:00:00.000Z,1.2,MAR/2023/2023,2023-03-31T00:00:00.000Z,BRBBGOCTF002,RENDIMENTO,2023-03-31T00:00:00.000Z,,BBGO11
4,BRBBGOCTF002,2023-03-14T00:00:00.000Z,0.87,FEV/2023/2023,2023-02-28T00:00:00.000Z,BRBBGOCTF002,RENDIMENTO,2023-02-28T00:00:00.000Z,,BBGO11
5,BRBBGOCTF002,2023-02-14T00:00:00.000Z,0.87,JAN/2023/2023,2023-01-31T00:00:00.000Z,BRBBGOCTF002,RENDIMENTO,2023-01-31T00:00:00.000Z,,BBGO11
6,BRBBGOCTF002,2023-01-13T00:00:00.000Z,0.94,DEZ/2022/2022,2022-12-29T00:00:00.000Z,BRBBGOCTF002,RENDIMENTO,2022-12-29T00:00:00.000Z,,BBGO11
7,BRBBGOCTF002,2022-12-14T00:00:00.000Z,0.8,NOV/22/2022,2022-11-30T00:00:00.000Z,BRBBGOCTF002,RENDIMENTO,2022-11-30T00:00:00.000Z,,BBGO11
8,BRBBGOCTF002,2022-11-16T00:00:00.000Z,1.0,OUT/22/2022,2022-10-31T00:00:00.000Z,BRBBGOCTF002,RENDIMENTO,2022-10-31T00:00:00.000Z,,BBGO11
9,BRBBGOCTF002,2022-10-17T00:00:00.000Z,0.8,SET/22/2022,2022-09-30T00:00:00.000Z,BRBBGOCTF002,RENDIMENTO,2022-09-30T00:00:00.000Z,,BBGO11
10,BRBBGOCTF002,2022-09-15T00:00:00.000Z,0.75,AGO/22/2022,2022-08-31T00:00:00.000Z,BRBBGOCTF002,RENDIMENTO,2022-08-31T00:00:00.000Z,,BBGO11
11,BRBBGOCTF002,2022-08-12T00:00:00.000Z,0.74,JUL/22/2022,2022-07-29T00:00:00.000Z,BRBBGOCTF002,RENDIMENTO,2022-07-29T00:00:00.000Z,,BBGO11
0,BRCPTRCTF006,2023-07-19T00:00:00.000Z,1.3,Junho-2023/2023,2023-07-12T00:00:00.000Z,BRCPTRCTF006,RENDIMENTO,2023-07-12T00:00:00.000Z,,CPTR11
1,BRCPTRCTF006,2023-06-20T00:00:00.000Z,1.4,Maio-2023/2023,2023-06-13T00:00:00.000Z,BRCPTRCTF006,RENDIMENTO,2023-06-13T00:00:00.000Z,,CPTR11
2,BRCPTRCTF006,2023-05-18T00:00:00.000Z,1.35,Abril-2023/2023,2023-05-11T00:00:00.000Z,BRCPTRCTF006,RENDIMENTO,2023-05-11T00:00:00.000Z,,CPTR11
3,BRCPTRCTF006,2023-04-20T00:00:00.000Z,1.45,Março-2023/2023,2023-04-13T00:00:00.000Z,BRCPTRCTF006,RENDIMENTO,2023-04-13T00:00:00.000Z,,CPTR11
4,BRCPTRCTF006,2023-03-17T00:00:00.000Z,1.35,Fevereiro-2023/2023,2023-03-10T00:00:00.000Z,BRCPTRCTF006,RENDIMENTO,2023-03-10T00:00:00.000Z,,CPTR11
5,BRCPTRCTF006,2023-02-17T00:00:00.000Z,1.45,Janeiro-2023/2023,2023-02-10T00:00:00.000Z,BRCPTRCTF006,RENDIMENTO,2023-02-10T00:00:00.000Z,,CPTR11
6,BRCPTRCTF006,2023-01-18T00:00:00.000Z,1.45,Dezembro-2022/2023,2023-01-11T00:00:00.000Z,BRCPTRCTF006,RENDIMENTO,2023-01-11T00:00:00.000Z,,CPTR11
7,BRCPTRCTF006,2022-12-19T00:00:00.000Z,1.375,Novembro-2022/2022,2022-12-12T00:00:00.000Z,BRCPTRCTF006,RENDIMENTO,2022-12-12T00:00:00.000Z,,CPTR11
8,BRCPTRCTF006,2022-11-21T00:00:00.000Z,1.4,Outubro-2022/2022,2022-11-11T00:00:00.000Z,BRCPTRCTF006,RENDIMENTO,2022-11-11T00:00:00.000Z,,CPTR11
9,BRCPTRCTF006,2022-10-20T00:00:00.000Z,1.4,Setembro-2022/2022,2022-10-13T00:00:00.000Z,BRCPTRCTF006,RENDIMENTO,2022-10-13T00:00:00.000Z,,CPTR11
10,BRCPTRR05M15,2022-10-20T00:00:00.000Z,0.98340842,Setembro-2022/2022,2022-10-13T00:00:00.000Z,BRCPTRR05M15,RENDIMENTO,2022-10-13T00:00:00.000Z,,
11,BRCPTRR06M14,2022-10-20T00:00:00.000Z,0.50464366,Setembro-2022/2022,2022-10-13T00:00:00.000Z,BRCPTRR06M14,RENDIMENTO,2022-10-13T00:00:00.000Z,,
12,BRCPTRCTF006,2022-09-20T00:00:00.000Z,1.75,Agosto/2022,2022-09-13T00:00:00.000Z,BRCPTRCTF006,RENDIMENTO,2022-09-13T00:00:00.000Z,,CPTR11
13,BRCPTRCTF006,2022-08-17T00:00:00.000Z,1.75,Julho/2022,2022-08-10T00:00:00.000Z,BRCPTRCTF006,RENDIMENTO,2022-08-10T00:00:00.000Z,,CPTR11
0,BRDCRACTF002,2023-07-14T00:00:00.000Z,0.13,JUNHO/2023,2023-07-07T00:00:00.000Z,BRDCRACTF002,RENDIMENTO,2023-07-07T00:00:00.000Z,,DCRA11
1,BRDCRACTF002,2023-06-15T00:00:00.000Z,0.13,MAIO/2023,2023-06-07T00:00:00.000Z,BRDCRACTF002,RENDIMENTO,2023-06-07T00:00:00.000Z,,DCRA11
2,BRDCRACTF002,2023-05-15T00:00:00.000Z,0.12,ABRIL/2023,2023-05-08T00:00:00.000Z,BRDCRACTF002,RENDIMENTO,2023-05-08T00:00:00.000Z,,DCRA11
3,BRDCRACTF002,2023-04-17T00:00:00.000Z,0.12,MARÇO/2023,2023-04-10T00:00:00.000Z,BRDCRACTF002,RENDIMENTO,2023-04-10T00:00:00.000Z,,DCRA11
4,BRDCRACTF002,2023-03-14T00:00:00.000Z,0.11,FEVEREIRO/2023,2023-03-07T00:00:00.000Z,BRDCRACTF002,RENDIMENTO,2023-03-07T00:00:00.000Z,,DCRA11
5,BRDCRACTF002,2023-02-14T00:00:00.000Z,0.12,JANEIRO/2023,2023-02-07T00:00:00.000Z,BRDCRACTF002,RENDIMENTO,2023-02-07T00:00:00.000Z,,DCRA11
6,BRDCRACTF002,2023-01-13T00:00:00.000Z,0.12,DEZEMBRO/2022,2023-01-06T00:00:00.000Z,BRDCRACTF002,RENDIMENTO,2023-01-06T00:00:00.000Z,,DCRA11
7,BRDCRAR02M13,2023-01-13T00:00:00.000Z,0.12,DEZEMBRO/2022,2023-01-06T00:00:00.000Z,BRDCRAR02M13,RENDIMENTO,2023-01-06T00:00:00.000Z,,
8,BRDCRAR04M11,2023-01-13T00:00:00.000Z,0.12,DEZEMBRO/2022,2023-01-06T00:00:00.000Z,BRDCRAR04M11,RENDIMENTO,2023-01-06T00:00:00.000Z,,
9,BRDCRACTF002,2022-12-14T00:00:00.000Z,0.12,NOVEMBRO/2022,2022-12-07T00:00:00.000Z,BRDCRACTF002,RENDIMENTO,2022-12-07T00:00:00.000Z,,DCRA11
10,BRDCRAR02M13,2022-12-14T00:00:00.000Z,0.12,NOVEMBRO/2022,2022-12-07T00:00:00.000Z,BRDCRAR02M13,RENDIMENTO,2022-12-07T00:00:00.000Z,,
11,BRDCRAR04M11,2022-12-14T00:00:00.000Z,0.12,NOVEMBRO/2022,2022-12-07T00:00:00.000Z,BRDCRAR04M11,RENDIMENTO,2022-12-07T00:00:00.000Z,,
12,BRDCRACTF002,2022-11-16T00:00:00.000Z,0.11,OUTUBRO/2022,2022-11-08T00:00:00.000Z,BRDCRACTF002,RENDIMENTO,2022-11-08T00:00:00.000Z,,DCRA11
13,BRDCRAR02M13,2022-11-16T00:00:00.000Z,0.11,OUTUBRO/2022,2022-11-08T00:00:00.000Z,BRDCRAR02M13,RENDIMENTO,2022-11-08T00:00:00.000Z,,
14,BRDCRAR04M11,2022-11-16T00:00:00.000Z,0.11,OUTUBRO/2022,2022-11-08T00:00:00.000Z,BRDCRAR04M11,RENDIMENTO,2022-11-08T00:00:00.000Z,,
15,BRDCRACTF002,2022-10-17T00:00:00.000Z,0.11,SETEMBRO/2022,2022-10-07T00:00:00.000Z,BRDCRACTF002,RENDIMENTO,2022-10-07T00:00:00.000Z,,DCRA11
16,BRDCRAR02M13,2022-10-17T00:00:00.000Z,0.11,SETEMBRO/2022,2022-10-07T00:00:00.000Z,BRDCRAR02M13,RENDIMENTO,2022-10-07T00:00:00.000Z,,
17,BRDCRAR04M11,2022-10-17T00:00:00.000Z,0.11,SETEMBRO/2022,2022-10-07T00:00:00.000Z,BRDCRAR04M11,RENDIMENTO,2022-10-07T00:00:00.000Z,,
18,BRDCRACTF002,2022-09-15T00:00:00.000Z,0.13,Agosto/2022/2022,2022-09-08T00:00:00.000Z,BRDCRACTF002,RENDIMENTO,2022-09-08T00:00:00.000Z,,DCRA11
19,BRDCRACTF002,2022-08-12T00:00:00.000Z,0.13,Julho/2022/2022,2022-08-05T00:00:00.000Z,BRDCRACTF002,RENDIMENTO,2022-08-05T00:00:00.000Z,,DCRA11
0,BREGAFCTF006,2023-07-14T00:00:00.000Z,1.4029,06-2023/2023,2023-07-07T00:00:00.000Z,BREGAFCTF006,RENDIMENTO,2023-07-07T00:00:00.000Z,,EGAF11
1,BREGAFCTF006,2023-06-15T00:00:00.000Z,1.4702,05-2023/2023,2023-06-07T00:00:00.000Z,BREGAFCTF006,RENDIMENTO,2023-06-07T00:00:00.000Z,,EGAF11
2,BREGAFR15M17,2023-06-15T00:00:00.000Z,0.8667,05-2023/2023,2023-06-07T00:00:00.000Z,BREGAFR15M17,RENDIMENTO,2023-06-07T00:00:00.000Z,,
3,BREGAFR16M16,2023-06-15T00:00:00.000Z,1.2771,05-2023/2023,2023-06-07T00:00:00.000Z,BREGAFR16M16,RENDIMENTO,2023-06-07T00:00:00.000Z,,
4,BREGAFCTF006,2023-05-15T00:00:00.000Z,1.2013,04-2023/2023,2023-05-08T00:00:00.000Z,BREGAFCTF006,RENDIMENTO,2023-05-08T00:00:00.000Z,,EGAF11
5,BREGAFCTF006,2023-04-17T00:00:00.000Z,1.54,03-2023/2023,2023-04-10T00:00:00.000Z,BREGAFCTF006,RENDIMENTO,2023-04-10T00:00:00.000Z,,EGAF11
6,BREGAFCTF006,2023-03-14T00:00:00.000Z,1.204,02-2023/2023,2023-03-07T00:00:00.000Z,BREGAFCTF006,RENDIMENTO,2023-03-07T00:00:00.000Z,,EGAF11
7,BREGAFCTF006,2023-02-14T00:00:00.000Z,1.47,01-2023/2023,2023-02-07T00:00:00.000Z,BREGAFCTF006,RENDIMENTO,2023-02-07T00:00:00.000Z,,EGAF11
8,BREGAFR10M12,2023-02-14T00:00:00.000Z,2.04,01-2023/2023,2023-02-07T00:00:00.000Z,BREGAFR10M12,RENDIMENTO,2023-02-07T00:00:00.000Z,,
9,BREGAFR11M11,2023-02-14T00:00:00.000Z,1.52,01-2023/2023,2023-02-07T00:00:00.000Z,BREGAFR11M11,RENDIMENTO,2023-02-07T00:00:00.000Z,,
10,BREGAFR12M10,2023-02-14T00:00:00.000Z,1.32,01-2023/2023,2023-02-07T00:00:00.000Z,BREGAFR12M10,RENDIMENTO,2023-02-07T00:00:00.000Z,,
11,BREGAFR13M19,2023-02-14T00:00:00.000Z,0.56,01-2023/2023,2023-02-07T00:00:00.000Z,BREGAFR13M19,RENDIMENTO,2023-02-07T00:00:00.000Z,,
12,BREGAFR14M18,2023-02-14T00:00:00.000Z,0.3,01-2023/2023,2023-02-07T00:00:00.000Z,BREGAFR14M18,RENDIMENTO,2023-02-07T00:00:00.000Z,,
13,BREGAFCTF006,2023-01-13T00:00:00.000Z,4.2,12-2022/2022,2023-01-06T00:00:00.000Z,BREGAFCTF006,RENDIMENTO,2023-01-06T00:00:00.000Z,,EGAF11
14,BREGAFCTF006,2022-10-17T00:00:00.000Z,4.36,09-2022/2022,2022-10-07T00:00:00.000Z,BREGAFCTF006,RENDIMENTO,2022-10-07T00:00:00.000Z,,EGAF11
15,BREGAFR02M12,2022-10-17T00:00:00.000Z,2.11,09-2022/2022,2022-10-07T00:00:00.000Z,BREGAFR02M12,RENDIMENTO,2022-10-07T00:00:00.000Z,,
16,BREGAFR03M11,2022-10-17T00:00:00.000Z,1.59,09-2022/2022,2022-10-07T00:00:00.000Z,BREGAFR03M11,RENDIMENTO,2022-10-07T00:00:00.000Z,,
17,BREGAFR04M10,2022-10-17T00:00:00.000Z,1.23,09-2022/2022,2022-10-07T00:00:00.000Z,BREGAFR04M10,RENDIMENTO,2022-10-07T00:00:00.000Z,,
18,BREGAFR05M19,2022-10-17T00:00:00.000Z,1.33,09-2022/2022,2022-10-07T00:00:00.000Z,BREGAFR05M19,RENDIMENTO,2022-10-07T00:00:00.000Z,,
19,BREGAFR06M18,2022-10-17T00:00:00.000Z,1.08,09-2022/2022,2022-10-07T00:00:00.000Z,BREGAFR06M18,RENDIMENTO,2022-10-07T00:00:00.000Z,,
20,BREGAFR07M17,2022-10-17T00:00:00.000Z,0.77,09-2022/2022,2022-10-07T00:00:00.000Z,BREGAFR07M17,RENDIMENTO,2022-10-07T00:00:00.000Z,,
21,BREGAFR08M16,2022-10-17T00:00:00.000Z,0.66,09-2022/2022,2022-10-07T00:00:00.000Z,BREGAFR08M16,RENDIMENTO,2022-10-07T00:00:00.000Z,,
22,BREGAFR09M15,2022-10-17T00:00:00.000Z,0.3,09-2022/2022,2022-10-07T00:00:00.000Z,BREGAFR09M15,RENDIMENTO,2022-10-07T00:00:00.000Z,,
0,BRAGRXCTF001,2023-07-14T00:00:00.000Z,0.17,Junho/2023,2023-07-07T00:00:00.000Z,BRAGRXCTF001,RENDIMENTO,2023-07-07T00:00:00.000Z,,AGRX11
1,BRAGRXR09M18,2023-07-14T00:00:00.000Z,0.02,Junho/2023,2023-07-07T00:00:00.000Z,BRAGRXR09M18,RENDIMENTO,2023-07-07T00:00:00.000Z,,
2,BRAGRXR10M15,2023-07-14T00:00:00.000Z,0.12,Junho/2023,2023-07-07T00:00:00.000Z,BRAGRXR10M15,RENDIMENTO,2023-07-07T00:00:00.000Z,,
3,BRAGRXCTF001,2023-06-15T00:00:00.000Z,0.18,Maio/2023,2023-06-07T00:00:00.000Z,BRAGRXCTF001,RENDIMENTO,2023-06-07T00:00:00.000Z,,AGRX11
4,BRAGRXCTF001,2023-05-15T00:00:00.000Z,0.18,Abril/2023,2023-05-08T00:00:00.000Z,BRAGRXCTF001,RENDIMENTO,2023-05-08T00:00:00.000Z,,AGRX11
5,BRAGRXCTF001,2023-04-17T00:00:00.000Z,0.16,Março/2023,2023-04-10T00:00:00.000Z,BRAGRXCTF001,RENDIMENTO,2023-04-10T00:00:00.000Z,,AGRX11
6,BRAGRXR05M12,2023-04-17T00:00:00.000Z,0.16,Março/2023,2023-04-10T00:00:00.000Z,BRAGRXR05M12,RENDIMENTO,2023-04-10T00:00:00.000Z,,
7,BRAGRXR06M11,2023-04-17T00:00:00.000Z,0.16,Março/2023,2023-04-10T00:00:00.000Z,BRAGRXR06M11,RENDIMENTO,2023-04-10T00:00:00.000Z,,
8,BRAGRXR07M10,2023-04-17T00:00:00.000Z,0.16,Março/2023,2023-04-10T00:00:00.000Z,BRAGRXR07M10,RENDIMENTO,2023-04-10T00:00:00.000Z,,
9,BRAGRXR08M19,2023-04-17T00:00:00.000Z,0.16,Março/2023,2023-04-10T00:00:00.000Z,BRAGRXR08M19,RENDIMENTO,2023-04-10T00:00:00.000Z,,
10,BRAGRXCTF001,2023-03-14T00:00:00.000Z,0.18,Fevereiro/2023,2023-03-07T00:00:00.000Z,BRAGRXCTF001,RENDIMENTO,2023-03-07T00:00:00.000Z,,AGRX11
11,BRAGRXR05M12,2023-03-14T00:00:00.000Z,0.18,Fevereiro/2023,2023-03-07T00:00:00.000Z,BRAGRXR05M12,RENDIMENTO,2023-03-07T00:00:00.000Z,,
12,BRAGRXR06M11,2023-03-14T00:00:00.000Z,0.18,Fevereiro/2023,2023-03-07T00:00:00.000Z,BRAGRXR06M11,RENDIMENTO,2023-03-07T00:00:00.000Z,,
13,BRAGRXR07M10,2023-03-14T00:00:00.000Z,0.18,Fevereiro/2023,2023-03-07T00:00:00.000Z,BRAGRXR07M10,RENDIMENTO,2023-03-07T00:00:00.000Z,,
14,BRAGRXCTF001,2023-02-14T00:00:00.000Z,0.16,Janeiro/2023,2023-02-07T00:00:00.000Z,BRAGRXCTF001,RENDIMENTO,2023-02-07T00:00:00.000Z,,AGRX11
15,BRAGRXR05M12,2023-02-14T00:00:00.000Z,0.16,Janeiro/2023,2023-02-07T00:00:00.000Z,BRAGRXR05M12,RENDIMENTO,2023-02-07T00:00:00.000Z,,
16,BRAGRXR06M11,2023-02-14T00:00:00.000Z,0.16,Janeiro/2023,2023-02-07T00:00:00.000Z,BRAGRXR06M11,RENDIMENTO,2023-02-07T00:00:00.000Z,,
17,BRAGRXR07M10,2023-02-14T00:00:00.000Z,0.16,Janeiro/2023,2023-02-07T00:00:00.000Z,BRAGRXR07M10,RENDIMENTO,2023-02-07T00:00:00.000Z,,
18,BRAGRXCTF001,2023-01-13T00:00:00.000Z,0.1,Dezembro/2023,2023-01-06T00:00:00.000Z,BRAGRXCTF001,RENDIMENTO,2023-01-06T00:00:00.000Z,,AGRX11
19,BRAGRXR05M12,2023-01-13T00:00:00.000Z,0.1,Dezembro/2023,2023-01-06T00:00:00.000Z,BRAGRXR05M12,RENDIMENTO,2023-01-06T00:00:00.000Z,,
20,BRAGRXR06M11,2023-01-13T00:00:00.000Z,0.1,Dezembro/2023,2023-01-06T00:00:00.000Z,BRAGRXR06M11,RENDIMENTO,2023-01-06T00:00:00.000Z,,
21,BRAGRXR07M10,2023-01-13T00:00:00.000Z,0.06,Dezembro/2023,2023-01-06T00:00:00.000Z,BRAGRXR07M10,RENDIMENTO,2023-01-06T00:00:00.000Z,,
22,BRAGRXCTF001,2022-12-14T00:00:00.000Z,0.1,Novembro/2022,2022-12-07T00:00:00.000Z,BRAGRXCTF001,RENDIMENTO,2022-12-07T00:00:00.000Z,,AGRX11
23,BRAGRXCTF001,2022-11-16T00:00:00.000Z,0.1,OUTUBRO/2022,2022-11-08T00:00:00.000Z,BRAGRXCTF001,RENDIMENTO,2022-11-08T00:00:00.000Z,,AGRX11
24,BRAGRXCTF001,2022-10-17T00:00:00.000Z,0.11,Setembro/2022,2022-10-07T00:00:00.000Z,BRAGRXCTF001,RENDIMENTO,2022-10-07T00:00:00.000Z,,AGRX11
25,BRAGRXCTF001,2022-09-15T00:00:00.000Z,0.13,AGOSTO/2022,2022-08-31T00:00:00.000Z,BRAGRXCTF001,RENDIMENTO,2022-08-31T00:00:00.000Z,,AGRX11
26,BRAGRXR01M16,2022-08-12T00:00:00.000Z,0.13,JULHO/2022,2022-08-02T00:00:00.000Z,BRAGRXR01M16,RENDIMENTO,2022-08-02T00:00:00.000Z,,
27,BRAGRXR02M15,2022-08-12T00:00:00.000Z,0.13,JULHO/2022,2022-08-02T00:00:00.000Z,BRAGRXR02M15,RENDIMENTO,2022-08-02T00:00:00.000Z,,
28,BRAGRXR03M14,2022-08-12T00:00:00.000Z,0.13,JULHO/2022,2022-08-02T00:00:00.000Z,BRAGRXR03M14,RENDIMENTO,2022-08-02T00:00:00.000Z,,
29,BRAGRXR04M13,2022-08-12T00:00:00.000Z,0.13,JULHO/2022,2022-08-02T00:00:00.000Z,BRAGRXR04M13,RENDIMENTO,2022-08-02T00:00:00.000Z,,
0,BRRZAGCTF006,2023-07-14T00:00:00.000Z,0.125,Junho/2023,2023-06-30T00:00:00.000Z,BRRZAGCTF006,RENDIMENTO,2023-06-30T00:00:00.000Z,,RZAG11
1,BRRZAGCTF006,2023-06-15T00:00:00.000Z,0.125,Maio/2023,2023-05-31T00:00:00.000Z,BRRZAGCTF006,RENDIMENTO,2023-05-31T00:00:00.000Z,,RZAG11
2,BRRZAGCTF006,2023-05-15T00:00:00.000Z,0.13,Abril/2023,2023-04-28T00:00:00.000Z,BRRZAGCTF006,RENDIMENTO,2023-04-28T00:00:00.000Z,,RZAG11
3,BRRZAGCTF006,2023-04-17T00:00:00.000Z,0.11,Março/2023,2023-03-31T00:00:00.000Z,BRRZAGCTF006,RENDIMENTO,2023-03-31T00:00:00.000Z,,RZAG11
4,BRRZAGCTF006,2023-03-14T00:00:00.000Z,0.122,Fevereiro/2023,2023-02-28T00:00:00.000Z,BRRZAGCTF006,RENDIMENTO,2023-02-28T00:00:00.000Z,,RZAG11
5,BRRZAGCTF006,2023-02-14T00:00:00.000Z,0.12,Janeiro/2023,2023-01-31T00:00:00.000Z,BRRZAGCTF006,RENDIMENTO,2023-01-31T00:00:00.000Z,,RZAG11
6,BRRZAGCTF006,2023-01-13T00:00:00.000Z,0.118,Dezembro/2022,2022-12-29T00:00:00.000Z,BRRZAGCTF006,RENDIMENTO,2022-12-29T00:00:00.000Z,,RZAG11
7,BRRZAGCTF006,2022-12-14T00:00:00.000Z,0.11,Novembro/2022,2022-11-30T00:00:00.000Z,BRRZAGCTF006,RENDIMENTO,2022-11-30T00:00:00.000Z,,RZAG11
8,BRRZAGCTF006,2022-11-16T00:00:00.000Z,0.13,Outubto/2022,2022-10-31T00:00:00.000Z,BRRZAGCTF006,RENDIMENTO,2022-10-31T00:00:00.000Z,,RZAG11
9,BRRZAGR02M13,2022-11-16T00:00:00.000Z,0.047,Outubto/2022,2022-10-31T00:00:00.000Z,BRRZAGR02M13,RENDIMENTO,2022-10-31T00:00:00.000Z,,
10,BRRZAGR03M12,2022-11-16T00:00:00.000Z,0.022,Outubto/2022,2022-10-31T00:00:00.000Z,BRRZAGR03M12,RENDIMENTO,2022-10-31T00:00:00.000Z,,
11,BRRZAGCTF006,2022-10-17T00:00:00.000Z,0.14,Setembro/2022,2022-09-30T00:00:00.000Z,BRRZAGCTF006,RENDIMENTO,2022-09-30T00:00:00.000Z,,RZAG11
12,BRRZAGCTF006,2022-09-15T00:00:00.000Z,0.14,Agosto/2022,2022-08-31T00:00:00.000Z,BRRZAGCTF006,RENDIMENTO,2022-08-31T00:00:00.000Z,,RZAG11
13,BRRZAGCTF006,2022-08-12T00:00:00.000Z,0.135,Julho/2022,2022-07-29T00:00:00.000Z,BRRZAGCTF006,RENDIMENTO,2022-07-29T00:00:00.000Z,,RZAG11
0,BRJGPXCTF006,2023-07-14T00:00:00.000Z,1.35,JUNHO/2023,2023-06-30T00:00:00.000Z,BRJGPXCTF006,RENDIMENTO,2023-06-30T00:00:00.000Z,,JGPX11
1,BRJGPXCTF006,2023-06-14T00:00:00.000Z,1.35,MAIO/2023,2023-05-31T00:00:00.000Z,BRJGPXCTF006,RENDIMENTO,2023-05-31T00:00:00.000Z,,JGPX11
2,BRJGPXCTF006,2023-05-15T00:00:00.000Z,1.17,ABRIL/2023,2023-04-28T00:00:00.000Z,BRJGPXCTF006,RENDIMENTO,2023-04-28T00:00:00.000Z,,JGPX11
3,BRJGPXCTF006,2023-04-17T00:00:00.000Z,1.4,MARÇO/2023,2023-03-31T00:00:00.000Z,BRJGPXCTF006,RENDIMENTO,2023-03-31T00:00:00.000Z,,JGPX11
4,BRJGPXCTF006,2023-03-14T00:00:00.000Z,1.13,FEVEREIRO/2023,2023-02-28T00:00:00.000Z,BRJGPXCTF006,RENDIMENTO,2023-02-28T00:00:00.000Z,,JGPX11
5,BRJGPXCTF006,2023-02-16T00:00:00.000Z,1.32,JANEIRO/2023,2023-01-31T00:00:00.000Z,BRJGPXCTF006,RENDIMENTO,2023-01-31T00:00:00.000Z,,JGPX11
6,BRJGPXCTF006,2023-01-13T00:00:00.000Z,1.3,DEZEMBRO/2022,2022-11-30T00:00:00.000Z,BRJGPXCTF006,RENDIMENTO,2022-12-29T00:00:00.000Z,,JGPX11
7,BRJGPXCTF006,2022-12-14T00:00:00.000Z,1.15,NOVEMBRO/2022,2022-11-30T00:00:00.000Z,BRJGPXCTF006,RENDIMENTO,2022-11-30T00:00:00.000Z,,JGPX11
8,BRJGPXCTF006,2022-11-16T00:00:00.000Z,1.12,OUTUBRO/2022,2022-10-31T00:00:00.000Z,BRJGPXCTF006,RENDIMENTO,2022-10-31T00:00:00.000Z,,JGPX11
9,BRJGPXCTF006,2022-10-17T00:00:00.000Z,1.19,SETEMBRO/2022,2022-09-30T00:00:00.000Z,BRJGPXCTF006,RENDIMENTO,2022-09-30T00:00:00.000Z,,JGPX11
10,BRJGPXCTF006,2022-09-15T00:00:00.000Z,1.2,Agosto/2022/2022,2022-08-31T00:00:00.000Z,BRJGPXCTF006,RENDIMENTO,2022-08-31T00:00:00.000Z,,JGPX11
11,BRJGPXCTF006,2022-08-12T00:00:00.000Z,0.98,Julho/2022/2022,2022-07-29T00:00:00.000Z,BRJGPXCTF006,RENDIMENTO,2022-07-29T00:00:00.000Z,,JGPX11
0,BRFGAACTF004,2023-07-14T00:00:00.000Z,0.13,06/2023/2023,2023-07-07T00:00:00.000Z,BRFGAACTF004,RENDIMENTO,2023-07-07T00:00:00.000Z,,FGAA11
1,BRFGAACTF004,2023-06-15T00:00:00.000Z,0.14,05/2023/2023,2023-06-07T00:00:00.000Z,BRFGAACTF004,RENDIMENTO,2023-06-07T00:00:00.000Z,,FGAA11
2,BRFGAACTF004,2023-05-15T00:00:00.000Z,0.13,04/2023/2023,2023-05-08T00:00:00.000Z,BRFGAACTF004,RENDIMENTO,2023-05-08T00:00:00.000Z,,FGAA11
