,assetIssued,paymentDate,rate,relatedTo,approvedOn,isinCode,label,lastDatePrior,remarks,symbol
0,BRARRICTF009,2023-07-07T00:00:00.000Z,0.11,JUNHO/2023,2023-06-30T00:00:00.000Z,BRARRICTF009,RENDIMENTO,2023-06-30T00:00:00.000Z,,ARRI11
1,BRARRICTF009,2023-06-07T00:00:00.000Z,0.11,MAIO/2023,2023-05-31T00:00:00.000Z,BRARRICTF009,RENDIMENTO,2023-05-31T00:00:00.000Z,,ARRI11
2,BRARRICTF009,2023-05-08T00:00:00.000Z,0.11,ABRIL/2023,2023-04-28T00:00:00.000Z,BRARRICTF009,RENDIMENTO,2023-04-28T00:00:00.000Z,,ARRI11
3,BRARRICTF009,2023-04-10T00:00:00.000Z,0.1101,MARÇO/2023,2023-03-31T00:00:00.000Z,BRARRICTF009,RENDIMENTO,2023-03-31T00:00:00.000Z,,ARRI11
4,BRARRIR12M19,2023-04-10T00:00:00.000Z,0.1101,MARÇO/2023,2023-03-31T00:00:00.000Z,BRARRIR12M19,RENDIMENTO,2023-03-31T00:00:00.000Z,,
5,BRARRIR13M18,2023-04-10T00:00:00.000Z,0.1101,MARÇO/2023,2023-03-31T00:00:00.000Z,BRARRIR13M18,RENDIMENTO,2023-03-31T00:00:00.000Z,,
6,BRARRICTF009,2023-03-07T00:00:00.000Z,0.07,FEVEREIRO/2023,2023-02-28T00:00:00.000Z,BRARRICTF009,RENDIMENTO,2023-02-28T00:00:00.000Z,,ARRI11
7,BRARRIR12M19,2023-03-07T00:00:00.000Z,0.04,FEVEREIRO/2023,2023-02-28T00:00:00.000Z,BRARRIR12M19,RENDIMENTO,2023-02-28T00:00:00.000Z,,
8,BRARRICTF009,2023-02-07T00:00:00.000Z,0.13,JANEIRO/2023,2023-01-31T00:00:00.000Z,BRARRICTF009,RENDIMENTO,2023-01-31T00:00:00.000Z,,ARRI11
9,BRARRICTF009,2023-01-06T00:00:00.000Z,0.13,DEZEMBRO/2022,2022-12-29T00:00:00.000Z,BRARRICTF009,RENDIMENTO,2022-12-29T00:00:00.000Z,,ARRI11
10,BRARRICTF009,2022-12-07T00:00:00.000Z,0.13,NOVEMBRO/2022,2022-11-30T00:00:00.000Z,BRARRICTF009,RENDIMENTO,2022-11-30T00:00:00.000Z,,ARRI11
11,BRARRICTF009,2022-11-08T00:00:00.000Z,0.11,OUTUBRO/2022,2022-10-31T00:00:00.000Z,BRARRICTF009,RENDIMENTO,2022-10-31T00:00:00.000Z,,ARRI11
12,BRARRIR10M11,2022-11-08T00:00:00.000Z,0.11,OUTUBRO/2022,2022-10-31T00:00:00.000Z,BRARRIR10M11,RENDIMENTO,2022-10-31T00:00:00.000Z,,
13,BRARRICTF009,2022-10-07T00:00:00.000Z,0.14,SETEMBRO/2022,2022-09-30T00:00:00.000Z,BRARRICTF009,RENDIMENTO,2022-09-30T00:00:00.000Z,,ARRI11
14,BRARRICTF009,2022-09-08T00:00:00.000Z,0.11,AGOSTO/2022,2022-08-31T00:00:00.000Z,BRARRICTF009,RENDIMENTO,2022-08-31T00:00:00.000Z,,ARRI11
15,BRARRICTF009,2022-08-05T00:00:00.000Z,1.31,JULHO/2022,2022-07-29T00:00:00.000Z,BRARRICTF009,RENDIMENTO,2022-07-29T00:00:00.000Z,,ARRI11
0,BRBTALCTF003,2023-07-26T00:00:00.000Z,0.73,Junho-2023/2023,2023-07-19T00:00:00.000Z,BRBTALCTF003,RENDIMENTO,2023-07-19T00:00:00.000Z,,BTAL11
1,BRBTALCTF003,2023-06-27T00:00:00.000Z,0.76,Maio-2023/2023,2023-06-20T00:00:00.000Z,BRBTALCTF003,RENDIMENTO,2023-06-20T00:00:00.000Z,,BTAL11
2,BRBTALCTF003,2023-05-25T00:00:00.000Z,0.8,Abril-2023/2023,2023-05-18T00:00:00.000Z,BRBTALCTF003,RENDIMENTO,2023-05-18T00:00:00.000Z,,BTAL11
3,BRBTALCTF003,2023-04-28T00:00:00.000Z,0.83,Março-2023/2023,2023-04-20T00:00:00.000Z,BRBTALCTF003,RENDIMENTO,2023-04-20T00:00:00.000Z,,BTAL11
4,BRBTALCTF003,2023-03-24T00:00:00.000Z,0.83,Fevereiro-2023/2023,2023-03-17T00:00:00.000Z,BRBTALCTF003,RENDIMENTO,2023-03-17T00:00:00.000Z,,BTAL11
5,BRBTALCTF003,2023-02-28T00:00:00.000Z,0.83,Janeiro-2023/2023,2023-02-17T00:00:00.000Z,BRBTALCTF003,RENDIMENTO,2023-02-17T00:00:00.000Z,,BTAL11
6,BRBTALCTF003,2023-01-25T00:00:00.000Z,0.83,Dezembro-2022/2023,2023-01-18T00:00:00.000Z,BRBTALCTF003,RENDIMENTO,2023-01-18T00:00:00.000Z,,BTAL11
7,BRBTALCTF003,2022-12-26T00:00:00.000Z,0.83,Novembro-2022/2022,2022-12-19T00:00:00.000Z,BRBTALCTF003,RENDIMENTO,2022-12-19T00:00:00.000Z,,BTAL11
8,BRBTALCTF003,2022-11-28T00:00:00.000Z,0.83,Outubro-2022/2022,2022-11-21T00:00:00.000Z,BRBTALCTF003,RENDIMENTO,2022-11-21T00:00:00.000Z,,BTAL11
9,BRBTALCTF003,2022-10-27T00:00:00.000Z,0.83,Setembro-2022/2022,2022-10-20T00:00:00.000Z,BRBTALCTF003,RENDIMENTO,2022-10-20T00:00:00.000Z,,BTAL11
10,BRBTALCTF003,2022-09-27T00:00:00.000Z,0.83,Agosto-2022/2022,2022-09-20T00:00:00.000Z,BRBTALCTF003,RENDIMENTO,2022-09-20T00:00:00.000Z,,BTAL11
11,BRBTALCTF003,2022-08-24T00:00:00.000Z,0.83,Julho/2022,2022-08-17T00:00:00.000Z,BRBTALCTF003,RENDIMENTO,2022-08-17T00:00:00.000Z,,BTAL11
0,BRCXCOCTF003,2023-07-14T00:00:00.000Z,1.3106,06-2023/2023,2023-06-30T00:00:00.000Z,BRCXCOCTF003,RENDIMENTO,2023-06-30T00:00:00.000Z,,CXCO11
1,BRCXCOCTF003,2023-06-15T00:00:00.000Z,0.7364,05-2023/2023,2023-05-31T00:00:00.000Z,BRCXCOCTF003,RENDIMENTO,2023-05-31T00:00:00.000Z,,CXCO11
2,BRCXCOCTF003,2023-05-15T00:00:00.000Z,0.7402,04-2023/2023,2023-04-28T00:00:00.000Z,BRCXCOCTF003,RENDIMENTO,2023-04-28T00:00:00.000Z,,CXCO11
3,BRCXCOCTF003,2023-04-18T00:00:00.000Z,0.73885447,03-2023/2023,2023-04-03T00:00:00.000Z,BRCXCOCTF003,RENDIMENTO,2023-04-03T00:00:00.000Z,,CXCO11
4,BRCXCOCTF003,2023-03-14T00:00:00.000Z,0.7303,02-2023/2023,2023-02-28T00:00:00.000Z,BRCXCOCTF003,RENDIMENTO,2023-02-28T00:00:00.000Z,,CXCO11
5,BRCXCOCTF003,2023-02-14T00:00:00.000Z,0.7311,01-2023/2023,2023-01-31T00:00:00.000Z,BRCXCOCTF003,RENDIMENTO,2023-01-31T00:00:00.000Z,,CXCO11
6,BRCXCOCTF003,2023-01-13T00:00:00.000Z,0.724,12-2022/2022,2022-12-29T00:00:00.000Z,BRCXCOCTF003,RENDIMENTO,2022-12-29T00:00:00.000Z,,CXCO11
7,BRCXCOCTF003,2022-12-14T00:00:00.000Z,0.72,11-2022/2022,2022-11-30T00:00:00.000Z,BRCXCOCTF003,RENDIMENTO,2022-11-30T00:00:00.000Z,,CXCO11
8,BRCXCOCTF003,2022-11-16T00:00:00.000Z,0.7206,10-2022/2022,2022-10-31T00:00:00.000Z,BRCXCOCTF003,RENDIMENTO,2022-10-31T00:00:00.000Z,,CXCO11
9,BRCXCOCTF003,2022-10-17T00:00:00.000Z,0.71,09-2022/2022,2022-09-30T00:00:00.000Z,BRCXCOCTF003,RENDIMENTO,2022-09-30T00:00:00.000Z,,CXCO11
10,BRCXCOCTF003,2022-09-15T00:00:00.000Z,0.7166,08-2022/2022,2022-08-31T00:00:00.000Z,BRCXCOCTF003,RENDIMENTO,2022-08-31T00:00:00.000Z,,CXCO11
11,BRCXCOCTF003,2022-08-12T00:00:00.000Z,0.7166,07-2022/2022,2022-07-29T00:00:00.000Z,BRCXCOCTF003,RENDIMENTO,2022-07-29T00:00:00.000Z,,CXCO11
0,BRHOSIR02M16,9999-12-31T00:00:00.000Z,21.96,Julho/2023,2023-07-18T00:00:00.000Z,BRHOSIR02M16,RENDIMENTO,2023-07-18T00:00:00.000Z,,
1,BRHOSIR03M15,9999-12-31T00:00:00.000Z,21.96,julho/2023,2023-07-18T00:00:00.000Z,BRHOSIR03M15,RENDIMENTO,2023-07-18T00:00:00.000Z,,
2,BRHOSICTF009,2023-07-07T00:00:00.000Z,2.0044,06-2023/2023,2023-06-30T00:00:00.000Z,BRHOSICTF009,RENDIMENTO,2023-06-30T00:00:00.000Z,,HOSI11
3,BRHOSICTF009,2023-06-07T00:00:00.000Z,0.36,05-2023/2023,2023-05-31T00:00:00.000Z,BRHOSICTF009,RENDIMENTO,2023-05-31T00:00:00.000Z,,HOSI11
4,BRHOSICTF009,2023-05-08T00:00:00.000Z,0.38,04-2023/2023,2023-04-28T00:00:00.000Z,BRHOSICTF009,RENDIMENTO,2023-04-28T00:00:00.000Z,,HOSI11
5,BRHOSICTF009,2023-04-10T00:00:00.000Z,0.39,03-2023/2023,2023-03-31T00:00:00.000Z,BRHOSICTF009,RENDIMENTO,2023-03-31T00:00:00.000Z,,HOSI11
6,BRHOSICTF009,2023-03-07T00:00:00.000Z,0.42,02-2023/2023,2023-02-28T00:00:00.000Z,BRHOSICTF009,RENDIMENTO,2023-02-28T00:00:00.000Z,,HOSI11
7,BRHOSICTF009,2023-02-07T00:00:00.000Z,0.44,01-2023/2023,2023-01-31T00:00:00.000Z,BRHOSICTF009,RENDIMENTO,2023-01-31T00:00:00.000Z,,HOSI11
8,BRHOSICTF009,2023-01-06T00:00:00.000Z,1.5226,12-2022/2022,2022-12-29T00:00:00.000Z,BRHOSICTF009,RENDIMENTO,2022-12-29T00:00:00.000Z,,HOSI11
9,BRHOSICTF009,2022-12-07T00:00:00.000Z,0.4295,11-2022/2022,2022-11-30T00:00:00.000Z,BRHOSICTF009,RENDIMENTO,2022-11-30T00:00:00.000Z,,HOSI11
10,BRHOSICTF009,2022-11-08T00:00:00.000Z,0.436725,10-2022/2022,2022-10-31T00:00:00.000Z,BRHOSICTF009,RENDIMENTO,2022-10-31T00:00:00.000Z,,HOSI11
11,BRHOSICTF009,2022-10-07T00:00:00.000Z,0.44,Setembro/2022,2022-09-30T00:00:00.000Z,BRHOSICTF009,RENDIMENTO,2022-09-30T00:00:00.000Z,,HOSI11
12,BRHOSICTF009,2022-09-08T00:00:00.000Z,0.44,08-2022/2022,2022-08-31T00:00:00.000Z,BRHOSICTF009,RENDIMENTO,2022-08-31T00:00:00.000Z,,HOSI11
13,BRHOSICTF009,2022-08-05T00:00:00.000Z,0.5633,07-2022/2022,2022-07-29T00:00:00.000Z,BRHOSICTF009,RENDIMENTO,2022-07-29T00:00:00.000Z,,HOSI11
0,BRMGHTCTF005,2023-07-19T00:00:00.000Z,0.8,Junho-2023/2023,2023-07-12T00:00:00.000Z,BRMGHTCTF005,RENDIMENTO,2023-07-12T00:00:00.000Z,,MGHT11
1,BRMGHTCTF005,2023-06-20T00:00:00.000Z,0.8,Maio-2023/2023,2023-06-13T00:00:00.000Z,BRMGHTCTF005,RENDIMENTO,2023-06-13T00:00:00.000Z,,MGHT11
2,BRMGHTCTF005,2023-05-18T00:00:00.000Z,0.8,Abril-2023/2023,2023-05-11T00:00:00.000Z,BRMGHTCTF005,RENDIMENTO,2023-05-11T00:00:00.000Z,,MGHT11
3,BRMGHTCTF005,2023-04-20T00:00:00.000Z,0.8,Março-2023/2023,2023-04-13T00:00:00.000Z,BRMGHTCTF005,RENDIMENTO,2023-04-13T00:00:00.000Z,,MGHT11
4,BRMGHTCTF005,2023-03-17T00:00:00.000Z,0.8,Fevereiro-2023/2023,2023-03-10T00:00:00.000Z,BRMGHTCTF005,RENDIMENTO,2023-03-10T00:00:00.000Z,,MGHT11
5,BRMGHTCTF005,2023-02-17T00:00:00.000Z,0.8,Janeiro-2023/2023,2023-02-10T00:00:00.000Z,BRMGHTCTF005,RENDIMENTO,2023-02-10T00:00:00.000Z,,MGHT11
6,BRMGHTCTF005,2023-01-18T00:00:00.000Z,0.65,Dezembro-2022/2023,2023-01-11T00:00:00.000Z,BRMGHTCTF005,RENDIMENTO,2023-01-11T00:00:00.000Z,,MGHT11
7,BRMGHTCTF005,2022-12-19T00:00:00.000Z,0.65,Novembro-2022/2022,2022-12-12T00:00:00.000Z,BRMGHTCTF005,RENDIMENTO,2022-12-12T00:00:00.000Z,,MGHT11
8,BRMGHTCTF005,2022-11-21T00:00:00.000Z,0.65,Outubro-2022/2022,2022-11-11T00:00:00.000Z,BRMGHTCTF005,RENDIMENTO,2022-11-11T00:00:00.000Z,,MGHT11
9,BRMGHTCTF005,2022-10-20T00:00:00.000Z,0.65,Setembro-2022/2022,2022-10-13T00:00:00.000Z,BRMGHTCTF005,RENDIMENTO,2022-10-13T00:00:00.000Z,,MGHT11
10,BRMGHTCTF005,2022-09-20T00:00:00.000Z,0.8,Agosto/2022,2022-09-13T00:00:00.000Z,BRMGHTCTF005,RENDIMENTO,2022-09-13T00:00:00.000Z,,MGHT11
11,BRMGHTCTF005,2022-08-17T00:00:00.000Z,0.8,Julho/2022,2022-08-10T00:00:00.000Z,BRMGHTCTF005,RENDIMENTO,2022-08-10T00:00:00.000Z,,MGHT11
0,BRRECXCTF002,2023-07-21T00:00:00.000Z,0.6,Junho-2023/2023,2023-07-14T00:00:00.000Z,BRRECXCTF002,RENDIMENTO,2023-07-14T00:00:00.000Z,,RECX11
1,BRRECXCTF002,2023-06-22T00:00:00.000Z,0.6,Maio-2023/2023,2023-06-15T00:00:00.000Z,BRRECXCTF002,RENDIMENTO,2023-06-15T00:00:00.000Z,,RECX11
2,BRRECXCTF002,2023-05-22T00:00:00.000Z,0.6,Abril-2023/2023,2023-05-15T00:00:00.000Z,BRRECXCTF002,RENDIMENTO,2023-05-15T00:00:00.000Z,,RECX11
3,BRRECXCTF002,2023-04-25T00:00:00.000Z,0.7,Março-2023/2023,2023-04-17T00:00:00.000Z,BRRECXCTF002,RENDIMENTO,2023-04-17T00:00:00.000Z,,RECX11
4,BRRECXCTF002,2023-03-21T00:00:00.000Z,0.7,Fevereiro-2023/2023,2023-03-14T00:00:00.000Z,BRRECXCTF002,RENDIMENTO,2023-03-14T00:00:00.000Z,,RECX11
5,BRRECXCTF002,2023-02-23T00:00:00.000Z,0.69692043,Janeiro-2023/2023,2023-02-14T00:00:00.000Z,BRRECXCTF002,RENDIMENTO,2023-02-14T00:00:00.000Z,,RECX11
6,BRRECXCTF002,2023-01-20T00:00:00.000Z,0.6,Dezembro-2022/2023,2023-01-13T00:00:00.000Z,BRRECXCTF002,RENDIMENTO,2023-01-13T00:00:00.000Z,,RECX11
7,BRRECXCTF002,2022-12-21T00:00:00.000Z,0.6,Novembro-2022/2022,2022-12-14T00:00:00.000Z,BRRECXCTF002,RENDIMENTO,2022-12-14T00:00:00.000Z,,RECX11
8,BRRECXCTF002,2022-11-23T00:00:00.000Z,0.8,Outubro/2022,2022-11-16T00:00:00.000Z,BRRECXCTF002,RENDIMENTO,2022-11-16T00:00:00.000Z,,RECX11
9,BRRECXCTF002,2022-10-24T00:00:00.000Z,0.8,Setembro-2022/2022,2022-10-17T00:00:00.000Z,BRRECXCTF002,RENDIMENTO,2022-10-17T00:00:00.000Z,,RECX11
10,BRRECXCTF002,2022-09-22T00:00:00.000Z,0.8,Agosto-2022/2022,2022-09-15T00:00:00.000Z,BRRECXCTF002,RENDIMENTO,2022-09-15T00:00:00.000Z,,RECX11
11,BRRECXCTF002,2022-08-19T00:00:00.000Z,0.8,Julho/2022,2022-08-12T00:00:00.000Z,BRRECXCTF002,RENDIMENTO,2022-08-12T00:00:00.000Z,,RECX11
0,BRPVBICTF003,2023-07-07T00:00:00.000Z,0.61,Maio-2023/2023,2023-06-30T00:00:00.000Z,BRPVBICTF003,RENDIMENTO,2023-06-30T00:00:00.000Z,,PVBI11
1,BRPVBICTF003,2023-06-07T00:00:00.000Z,0.61,Abril-2023/2023,2023-05-31T00:00:00.000Z,BRPVBICTF003,RENDIMENTO,2023-05-31T00:00:00.000Z,,PVBI11
2,BRPVBICTF003,2023-05-08T00:00:00.000Z,0.61,Março-2023/2023,2023-04-28T00:00:00.000Z,BRPVBICTF003,RENDIMENTO,2023-04-28T00:00:00.000Z,,PVBI11
3,BRPVBIR04M14,2023-05-08T00:00:00.000Z,0.61,Março-2023/2023,2023-04-28T00:00:00.000Z,BRPVBIR04M14,RENDIMENTO,2023-04-28T00:00:00.000Z,,
4,BRPVBIR05M13,2023-05-08T00:00:00.000Z,0.61,Março-2023/2023,2023-04-28T00:00:00.000Z,BRPVBIR05M13,RENDIMENTO,2023-04-28T00:00:00.000Z,,
5,BRPVBICTF003,2023-04-10T00:00:00.000Z,0.61,Fevereiro-2023/2023,2023-03-31T00:00:00.000Z,BRPVBICTF003,RENDIMENTO,2023-03-31T00:00:00.000Z,,PVBI11
6,BRPVBIR04M14,2023-04-10T00:00:00.000Z,0.61,Fevereiro-2023/2023,2023-03-31T00:00:00.000Z,BRPVBIR04M14,RENDIMENTO,2023-03-31T00:00:00.000Z,,
7,BRPVBIR05M13,2023-04-10T00:00:00.000Z,0.61,Fevereiro-2023/2023,2023-03-31T00:00:00.000Z,BRPVBIR05M13,RENDIMENTO,2023-03-31T00:00:00.000Z,,
8,BRPVBICTF003,2023-03-07T00:00:00.000Z,0.61,Janeiro/2023,2023-02-28T00:00:00.000Z,BRPVBICTF003,RENDIMENTO,2023-02-28T00:00:00.000Z,,PVBI11
9,BRPVBIR04M14,2023-03-07T00:00:00.000Z,1.87089899744,Janeiro/2023,2023-02-28T00:00:00.000Z,BRPVBIR04M14,RENDIMENTO,2023-02-28T00:00:00.000Z,,
10,BRPVBIR05M13,2023-03-07T00:00:00.000Z,1.480593333,Janeiro/2023,2023-02-28T00:00:00.000Z,BRPVBIR05M13,RENDIMENTO,2023-02-28T00:00:00.000Z,,
11,BRPVBICTF003,2023-02-07T00:00:00.000Z,0.61,Dezembro-2022/2023,2023-01-31T00:00:00.000Z,BRPVBICTF003,RENDIMENTO,2023-01-31T00:00:00.000Z,,PVBI11
12,BRPVBICTF003,2023-01-06T00:00:00.000Z,0.57,Novembro-2022/2022,2022-12-29T00:00:00.000Z,BRPVBICTF003,RENDIMENTO,2022-12-29T00:00:00.000Z,,PVBI11
13,BRPVBICTF003,2022-12-07T00:00:00.000Z,0.57,Outubro-2022/2022,2022-11-30T00:00:00.000Z,BRPVBICTF003,RENDIMENTO,2022-11-30T00:00:00.000Z,,PVBI11
14,BRPVBICTF003,2022-11-08T00:00:00.000Z,0.57,Setembro-2022/2022,2022-10-31T00:00:00.000Z,BRPVBICTF003,RENDIMENTO,2022-10-31T00:00:00.000Z,,PVBI11
15,BRPVBICTF003,2022-10-07T00:00:00.000Z,0.57,Agosto-2022/2022,2022-09-30T00:00:00.000Z,BRPVBICTF003,RENDIMENTO,2022-09-30T00:00:00.000Z,,PVBI11
16,BRPVBICTF003,2022-09-08T00:00:00.000Z,0.56,Julho/2022,2022-08-31T00:00:00.000Z,BRPVBICTF003,RENDIMENTO,2022-08-31T00:00:00.000Z,,PVBI11
17,BRPVBICTF003,2022-08-05T00:00:00.000Z,0.56,Junho/2022,2022-07-29T00:00:00.000Z,BRPVBICTF003,RENDIMENTO,2022-07-29T00:00:00.000Z,,PVBI11
0,BRDVFFCTF006,2023-07-14T00:00:00.000Z,0.7,JUNHO/2023,2023-07-07T00:00:00.000Z,BRDVFFCTF006,RENDIMENTO,2023-07-07T00:00:00.000Z,,DVFF11
1,BRDVFFCTF006,2023-06-15T00:00:00.000Z,0.8,MAIO/2023,2023-06-07T00:00:00.000Z,BRDVFFCTF006,RENDIMENTO,2023-06-07T00:00:00.000Z,,DVFF11
2,BRDVFFCTF006,2023-05-15T00:00:00.000Z,0.7,ABRIL/2023,2023-05-08T00:00:00.000Z,BRDVFFCTF006,RENDIMENTO,2023-05-08T00:00:00.000Z,,DVFF11
3,BRDVFFCTF006,2023-04-17T00:00:00.000Z,0.7,MARÇO/2023,2023-04-10T00:00:00.000Z,BRDVFFCTF006,RENDIMENTO,2023-04-10T00:00:00.000Z,,DVFF11
4,BRDVFFCTF006,2023-03-14T00:00:00.000Z,0.7,FEVEREIRO/2023,2023-03-07T00:00:00.000Z,BRDVFFCTF006,RENDIMENTO,2023-03-07T00:00:00.000Z,,DVFF11
5,BRDVFFCTF006,2023-02-14T00:00:00.000Z,0.7,JANEIRO/2023,2023-02-07T00:00:00.000Z,BRDVFFCTF006,RENDIMENTO,2023-02-07T00:00:00.000Z,,DVFF11
6,BRDVFFCTF006,2023-01-13T00:00:00.000Z,0.8,DEZEMBRO/2022,2023-01-06T00:00:00.000Z,BRDVFFCTF006,RENDIMENTO,2023-01-06T00:00:00.000Z,,DVFF11
7,BRDVFFCTF006,2022-12-14T00:00:00.000Z,0.85,NOVEMBRO/2022,2022-12-07T00:00:00.000Z,BRDVFFCTF006,RENDIMENTO,2022-12-07T00:00:00.000Z,,DVFF11
8,BRDVFFCTF006,2022-11-16T00:00:00.000Z,0.7,OUTUBRO/2022,2022-11-08T00:00:00.000Z,BRDVFFCTF006,RENDIMENTO,2022-11-08T00:00:00.000Z,,DVFF11
9,BRDVFFCTF006,2022-10-17T00:00:00.000Z,0.7,SETEMBRO/2022,2022-10-07T00:00:00.000Z,BRDVFFCTF006,RENDIMENTO,2022-10-07T00:00:00.000Z,,DVFF11
10,BRDVFFCTF006,2022-09-15T00:00:00.000Z,0.75,Agosto/2022/2022,2022-09-08T00:00:00.000Z,BRDVFFCTF006,RENDIMENTO,2022-09-08T00:00:00.000Z,,DVFF11
11,BRDVFFCTF006,2022-08-12T00:00:00.000Z,0.75,Julho/2022/2022,2022-08-05T00:00:00.000Z,BRDVFFCTF006,RENDIMENTO,2022-08-05T00:00:00.000Z,,DVFF11
0,BRRFOFCTF001,2023-07-14T00:00:00.000Z,0.7,Junho/2023,2023-06-30T00:00:00.000Z,BRRFOFCTF001,RENDIMENTO,2023-06-30T00:00:00.000Z,,RFOF11
1,BRRFOFCTF001,2023-06-15T00:00:00.000Z,0.7,Maio/2023,2023-05-31T00:00:00.000Z,BRRFOFCTF001,RENDIMENTO,2023-05-31T00:00:00.000Z,,RFOF11
2,BRRFOFCTF001,2023-05-15T00:00:00.000Z,0.7,Abril/2023,2023-04-28T00:00:00.000Z,BRRFOFCTF001,RENDIMENTO,2023-04-28T00:00:00.000Z,,RFOF11
3,BRRFOFCTF001,2023-04-17T00:00:00.000Z,0.7,MARÇO/2023,2023-03-31T00:00:00.000Z,BRRFOFCTF001,RENDIMENTO,2023-03-31T00:00:00.000Z,,RFOF11
4,BRRFOFCTF001,2023-03-14T00:00:00.000Z,0.7,Fevereiro/2023,2023-02-28T00:00:00.000Z,BRRFOFCTF001,RENDIMENTO,2023-02-28T00:00:00.000Z,,RFOF11
5,BRRFOFCTF001,2023-02-14T00:00:00.000Z,0.7,Janeiro/2023,2023-01-31T00:00:00.000Z,BRRFOFCTF001,RENDIMENTO,2023-01-31T00:00:00.000Z,,RFOF11
6,BRRFOFCTF001,2023-01-13T00:00:00.000Z,0.71,Dezembro/2022,2022-12-29T00:00:00.000Z,BRRFOFCTF001,RENDIMENTO,2022-12-29T00:00:00.000Z,,RFOF11
7,BRRFOFCTF001,2022-12-14T00:00:00.000Z,0.73,Novembro/2022,2022-11-30T00:00:00.000Z,BRRFOFCTF001,RENDIMENTO,2022-11-30T00:00:00.000Z,,RFOF11
8,BRRFOFCTF001,2022-11-16T00:00:00.000Z,0.73,Outubro/2022,2022-10-31T00:00:00.000Z,BRRFOFCTF001,RENDIMENTO,2022-10-31T00:00:00.000Z,,RFOF11
9,BRRFOFCTF001,2022-10-17T00:00:00.000Z,0.72,Setembro/2022,2022-09-30T00:00:00.000Z,BRRFOFCTF001,RENDIMENTO,2022-09-30T00:00:00.000Z,,RFOF11
10,BRRFOFCTF001,2022-09-15T00:00:00.000Z,0.7,Agosto/2022,2022-08-31T00:00:00.000Z,BRRFOFCTF001,RENDIMENTO,2022-08-31T00:00:00.000Z,,RFOF11
11,BRRFOFCTF001,2022-08-12T00:00:00.000Z,0.67,Julho/2022,2022-07-29T00:00:00.000Z,BRRFOFCTF001,RENDIMENTO,2022-07-29T00:00:00.000Z,,RFOF11
0,BRHBRHCTF000,2023-07-14T00:00:00.000Z,0.5868,junho/2023,2023-06-30T00:00:00.000Z,BRHBRHCTF000,RENDIMENTO,2023-06-30T00:00:00.000Z,,HBRH11
1,BRHBRHCTF000,2023-06-15T00:00:00.000Z,0.5493,Maio/2023,2023-05-31T00:00:00.000Z,BRHBRHCTF000,RENDIMENTO,2023-05-31T00:00:00.000Z,,HBRH11
2,BRHBRHCTF000,2023-05-15T00:00:00.000Z,0.6387,Abril/2023,2023-04-28T00:00:00.000Z,BRHBRHCTF000,RENDIMENTO,2023-04-28T00:00:00.000Z,,HBRH11
3,BRHBRHCTF000,2023-04-17T00:00:00.000Z,0.6156,Março/2023,2023-03-31T00:00:00.000Z,BRHBRHCTF000,RENDIMENTO,2023-03-31T00:00:00.000Z,,HBRH11
4,BRHBRHCTF000,2023-03-14T00:00:00.000Z,0.6093,Fevereiro/2023,2023-02-28T00:00:00.000Z,BRHBRHCTF000,RENDIMENTO,2023-02-28T00:00:00.000Z,,HBRH11
5,BRHBRHCTF000,2023-02-14T00:00:00.000Z,0.6289,Janeiro/2023,2023-01-31T00:00:00.000Z,BRHBRHCTF000,RENDIMENTO,2023-01-31T00:00:00.000Z,,HBRH11
6,BRHBRHCTF000,2023-01-13T00:00:00.000Z,0.6889,Dezembro/2022,2022-12-29T00:00:00.000Z,BRHBRHCTF000,RENDIMENTO,2022-12-29T00:00:00.000Z,,HBRH11
7,BRHBRHCTF000,2022-12-14T00:00:00.000Z,0.6058,Novembro/2022,2022-11-30T00:00:00.000Z,BRHBRHCTF000,RENDIMENTO,2022-11-30T00:00:00.000Z,,HBRH11
8,BRHBRHCTF000,2022-11-14T00:00:00.000Z,0.6121,Outubro/2022,2022-10-31T00:00:00.000Z,BRHBRHCTF000,RENDIMENTO,2022-10-31T00:00:00.000Z,,HBRH11
9,BRHBRHCTF000,2022-10-14T00:00:00.000Z,0.6325,Setembro/2022,2022-09-27T00:00:00.000Z,BRHBRHCTF000,RENDIMENTO,2022-09-30T00:00:00.000Z,,HBRH11
10,BRHBRHCTF000,2022-09-14T00:00:00.000Z,0.6552,Agosto/2022,2022-08-26T00:00:00.000Z,BRHBRHCTF000,RENDIMENTO,2022-08-31T00:00:00.000Z,,HBRH11
11,BRHBRHCTF000,2022-08-12T00:00:00.000Z,0.6498,Julho/2022,2022-07-29T00:00:00.000Z,BRHBRHCTF000,RENDIMENTO,2022-07-29T00:00:00.000Z,,HBRH11
0,BRBTCICTF005,2023-07-14T00:00:00.000Z,0.101,Junho-2023/2023,2023-07-07T00:00:00.000Z,BRBTCICTF005,RENDIMENTO,2023-07-07T00:00:00.000Z,,BTCI11
1,BRBTCICTF005,2023-06-15T00:00:00.000Z,0.106,Maio-2023/2023,2023-06-07T00:00:00.000Z,BRBTCICTF005,RENDIMENTO,2023-06-07T00:00:00.000Z,,BTCI11
2,BRBTCICTF005,2023-05-15T00:00:00.000Z,0.106,Abril-2023/2023,2023-05-08T00:00:00.000Z,BRBTCICTF005,RENDIMENTO,2023-05-08T00:00:00.000Z,,BTCI11
